ISBN,Title,Author,Year_Publication,Publisher
43026,"Texas Hero  (Code Name:  Danger) (Silhouette Intimate Moments, 1165)",Merline Lovelace,2002,Silhouette
47884,With Song,Dorothy Garlock,1999,Warner Books
16720,Great Tales of Terror (A Watermill Classic),Edgar Allan Poe,1993,Troll Communications
13533,Return of Sherlock Holmes (Wordsworth Classics),A. C. Doyle,1997,NTC/Contemporary Publishing Company
31757,Jacob Have I Loved,Katherine Paterson,0,Scholastic Inc
17996,"LIFE, THE UNIVERSE AND EVERYTHING (Hitchhiker's Trilogy (Paperback))",Douglas Adams,1991,Pocket
20552,You Are SO Cursed!,Naomi Nash,2004,Smooch
14529,Post Captain (Aubrey-Maturin (Paperback)),Patrick O'Brian,1990,W. W. Norton &amp; Company
15487,There Is a Tide,Agatha Christie,1970,Bantam Books (Mm)
3149,Pride and Prejudice (Modern Library Classics),Jane Austen,2000,Modern Library
5685,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone
47564,Blackwater Sound (A Thorn Mystery),James W. Hall,2002,St. Martin's Paperbacks
33750,Speaking in Tongues,Jeffery Deaver,2002,Pocket
918,Hanna's Daughters (Ballantine Reader's Circle),Marianne Fredriksson,1999,Ballantine Books
52760,What Girls Learn,Karin Cook,1998,Vintage Books USA
2766,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1994,Health Communications
39541,Dreaming in Cuban,CRISTINA GARCIA,1993,Ballantine Books
29985,Emotional Intelligence : Why It Can Matter More Than IQ,Daniel Goleman,1997,Bantam
12273,WLD ACCORDNG GARP,John Irving,1982,Pocket
989,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books
37652,Power Play,Anne McCaffrey,1996,Del Rey Books
61391,Finnegan's Week,Joseph Wambaugh,1996,Bantam Books
38524,Rest in Pieces (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1993,Bantam
13009,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1991,Bantam
45134,Spider's Web,Agatha Christie,2001,St. Martin's Paperbacks
25070,Life 101: Everything We Wish We Had Learned About Life in School--But Didn't (The Life 101 Series),Peter McWilliams,1994,Prelude Press
59002,Crossing Antarctica,Will Steger,1993,Dell Publishing Company
46733,Imitation in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb,2004,Berkley Publishing Group
6651,My Name Is Asher Lev,Chaim Potok,1990,Fawcett Books
62463,Nighty-Nightmare,James Howe,1988,Avon Books
11550,The Red Pony,John Steinbeck,1988,Bantam Books
52764,The GREAT GATSBY (Scribner Classic),F. Scott Fritzgerald,1920,Scribner Paper Fiction
56996,Surrender the Pink,Carrie Fisher,1990,Simon &amp; Schuster
17985,CONTACT,Carl Sagan,1986,Pocket
26724,The One Minute Millionaire: The Enlightened Way to Wealth,MARK VICTOR HANSEN,2002,Harmony
25740,Das Urteil.,John Grisham,1998,Heyne
25895,UNDER SIEGE,Stephen Coonts,1991,Pocket
5332,The Search,Iris Johansen,2001,Bantam Books
59368,Flight of Eagles,Jack Higgins,1999,Berkley Publishing Group
36912,Sky Masters,Dale Brown,1996,Berkley Publishing Group
4457,Acts of Malice,Perri O'Shaughnessy,2000,Island
24791,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),Robert Ludlum,2003,St. Martin's Paperbacks
55148,The White Road,John Connolly,2004,Atria Books
10367,Bones: A Forensic Detective's Casebook,Douglas H. Ubelaker,1992,Harpercollins
69476,Mafia Dynasty: The Rise and Fall of the Gambino Crime Family,John H. Davis,1994,HarperTorch
6823,Tough Cookie,Diane Mott Davidson,2001,Bantam Books
10154,Chopping Spree,Diane Mott Davidson,2003,Bantam Books
26900,Portrait of the Artist As a Young Man (Wordsworth Classics),James Joyce,1997,NTC/Contemporary Publishing Company
16859,A Swiftly Tilting Planet,Madeleine L'Engle,1979,Laure Leaf
68395,The Wizard's Daughter,Barbara Michaels,1995,Berkley Publishing Group
16393,Wild Enough For Willa (Mira),Ann Major,2000,Mira
16518,SHIPPING NEWS,Annie Proulx,1993,Scribner
68592,Get Off the Unicorn,Anne McCaffrey,1982,Del Rey Books
2174,Charming Lily (Zebra Books),Fern Michaels,2001,Zebra Books
50667,Spring Collection,Judith Krantz,1996,Random House Inc
38563,Pendragon,Catherine Coulter,2002,Jove Books
44285,"The Star Scroll (Dragon Prince, Book 2)",Melanie Rawn,1994,Daw Books
21467,The Scottish Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001,Jove Books
11473,Rosehaven,Catherine Coulter,2000,Jove Books
25138,Power Lines,Anne McCaffrey,1996,Del Rey Books
25131,Killashandra,Anne McCaffrey,1993,Del Rey Books
63591,"Jovah's Angel (Samaria Trilogy, Book 2)",Sharon Shinn,1998,Ace Books
24396,"Archangel (Samaria Trilogy, Book 1)",Sharon Shinn,1997,Ace Books
15405,Marrying the Mistress,Joanna Trollope,2001,Berkley Publishing Group
39633,"Many Lives, Many Masters",Brian L. Weiss,1988,Fireside
15562,When Rabbit Howls,Truddi Chase,1990,Jove Books
29531,Das Jesus Video.,Andreas Eschbach,2000,L√?¬ºbbe
24113,Der Erleuchtete.,Sean Russell,2000,Heyne
27682,Die Stadt der wilden G√?¬∂tter,Isabel Allende,2002,Hanser Belletristik
30568,"Firstborn (Dragonlance Elven Nations, Vol 1)",Paul B. Thompson,1991,Wizards of the Coast
30570,"The Kinslayer Wars (Dragonlance Elven Nations, vol.2)",Douglas Niles,1991,TSR
12068,"Dawn Rochelle, Four Novels: Six Months to Live/ I Want to Live/ So Much to Live For/ No Time to Cry",Lurlene McDaniel,2000,Starfire
11083,The Devil's Arithmetic,Jane Yolen,1990,Puffin Books
7657,The Conquest,Jude Deveraux,1991,Pocket
37684,"To Marry McCloud  (Bachelor Cousins) (Harlequin Presents, 2267)",Carole Mortimer,2002,Harlequin
37353,Mrs. Bridge : A Novel,Evan S. Connell,1990,North Point Press
51856,Roadfood,Jane Stern,1992,HarperCollins
24923,The Custom of the Country,Edith Wharton,1991,Bantam
20649,Night Of The Black Bird,Heather Graham,2001,Mira
54574,Shadows over Innsmouth,Stephen Jones,2001,Del Rey Books
22537,Miss Smilla's Feeling for Snow,Peter Hoeg,2000,Havill Pr
28651,The Feast of Love : A Novel,CHARLES BAXTER,2000,Pantheon Books
1826,The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,1996,Signet Book
1827,Life Support,Tess Gerritsen,1998,Pocket
17294,The Thief Lord,Cornelia Funke,2003,Chicken House
20078,Baggage,Emily Barr,2003,Plume Books
35957,The Night Inspector: A Novel (Ballantine Reader's Circle),Frederick Busch,2000,Ballantine Books
22144,The Brentford Triangle,Robert Rankin,1992,Bantam Pr Ltd
14083,Two Cooks A-Killing : An Angie Amalfi Mystery,Joanne Pence,2003,Avon
12889,Dirt,Stuart Woods,1997,HarperTorch
3895,Swimming to Catalina,Stuart Woods,1998,HarperTorch
21452,Dead in the Water,Stuart Woods,1998,HarperTorch
13977,New York Dead,Stuart Woods,1992,HarperTorch
62990,Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback)),Leslie Meier,2000,Kensington Publishing Corporation
60243,The Marriage Arrangement,Helen Bianchin,2001,Harlequin
15481,Road Taken,Rona Jaffe,2001,Mira
35017,Girl Meets God : A Memoir,Lauren F. Winner,2003,Random House Trade Paperbacks
1828,Dirt music,Tim Winton,2001,Picador
47057,Boy: Tales of Childhood (Puffin Story Books),Roald Dahl,1991,Penguin USA
40565,Rainbow Valley (Anne of Green Gables Novels (Paperback)),L. M. Montgomery,1985,Starfire
9590,The Face on the Milk Carton,Caroline B. Cooney,1991,Laure Leaf
2603,"Catherine, Called Birdy (Trophy Newbery)",Karen Cushman,1995,HarperTrophy
45939,Alaska,Frank Lauria,1996,Aladdin
18284,Die Zuckerb√?¬§ckerin.,Petra Durst-Benning,2003,Ullstein Tb
1439,Girlfriend in a Coma,Douglas Coupland,1999,Regan Books
1830,Nosotros Que No Somos Como,Luca Etxebarria,2003,Planeta Pub Corp
14731,Growing Up,Russell Baker,1983,Penguin Putnam~trade
28664,The Gambler (Dover Thrift Editions),Fyodor Dostoyevsky,1996,Dover Publications
17696,The Sheltering Sky,Paul Bowles,1998,Ecco
54870,The Mark of the Assassin,Daniel Silva,1999,Fawcett Books
1868,The Forest,EDWARD RUTHERFURD,2000,Crown
1875,The Da Vinci Legacy,Lewis Perdue,2004,Tor Books
1867,Fountain of Secrets (Get Connected Romances),Josie Litton,2003,Bantam Books
1843,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),Patricia Cornwell,2003,Berkley Publishing Group
1833,The Beachcomber,Josephine Cox,2003,Avon
1851,Wild Orchids,Karen Robards,1986,Warner Books
1855,The Wheel of Fortune,Susan Howatch,1990,Fawcett Books
1884,If Looks Could Kill,Heather Graham Pozzessere,1997,Mira
1856,Source,James A. Michener,1976,Fawcett Books
1842,Come As You Are: The Story of Nirvana,Michael Azerrad,1993,Main Street Books
1865,In Pursuit of the Proper Sinner,Elizabeth George,2000,Bantam Books
1882,The scarlet letter (The World's best reading),Nathaniel Hawthorne,1984,Reader's Digest Association
1859,The Hangman's Beautiful Daughter,Sharyn McCrumb,1993,Onyx Books
1840,Crowd Pleasers,Rosemary Rogers,1980,Avon
1879,Daughter of God,Lewis Perdue,2001,Forge Books
1858,Black Opal,VICTORIA HOLT,1994,Ivy Books
1857,The Silk Vendetta,Victoria Holt,1988,Ivy Books
1836,Thai Horse,William Diehl,1997,Ballantine Books
1880,Flowers from Berlin,Noel Hynd,1987,Zebra Books
1883,Just Like Jesus,Max Lucado,1998,Word
1881,China Cry,Nora Lam,1984,New Leaf Pr
1871,THING OF BEAUTY,Natasha Tabori Fried,1993,Atria
1874,"Morning, Noon, and Night",Sidney Sheldon,1995,William Morrow &amp; Company
1846,A Sudden Change of Heart,Barbara Taylor Bradford,1999,Dell Publishing Company
1849,Sisters And Strangers,Helen Van Slyke,1978,Fawcett Popular Books
1850,Daughters of the Shining City,Aola Vandergriff,1982,Warner Books
1864,Circumstantial Evidence,Pete Earley,1996,Bantam Books
64111,Rock This!,Chris Rock,1998,Hyperion
8859,Walden and Other Writings,HENRY DAVID THOREAU,1983,Bantam
51142,"Kristy's Great Idea (Baby-Sitters Club, 1)",Ann M. Martin,1989,Scholastic Paperbacks
33616,The Regulators,Richard Bachman,1996,Dutton Books
3828,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002,Broadway Books
3240,And the Shofar Blew (Moving Fiction),Francine Rivers,2003,Tyndale House Publishers
39528,Senor Vivo and the Coca Lord,LOUIS DE BERNIERES,1998,Vintage
4751,The Virgin Blue,Tracy Chevalier,2003,Plume Books
5610,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever
9774,The Romance of Tristan and Iseult (Vintage Classics),Joseph Bedier,1994,Vintage Books USA
46694,My Girl: A Novel,Patricia Hermes,1991,Simon Spotlight Entertainment
46637,Face On the Milk Carton,Caroline B. Cooney,1994,Bantam Doubleday Dell
61462,Paper Tricks,Florence Temko,1988,Scholastic Paperbacks (T)
8820,Spoon River Anthology (Dover Thrift Editions),Edgar Lee Masters,1992,Dover Publications
71578,ADVENTURES OF HUCKLEBERRY FINN (ENRICHED CLASSIC ) : ADVENTURES OF HUCKLEBERRY FINN,Mark Twain,1994,Pocket Books
10351,Change Me into Zeus's Daughter: A Memoir,Barbara Robinette Moss,2001,Scribner
26296,Cat's Cradle,Kurt Vonnegut,1997,Dell Publishing Company
36730,Limits,Larry Niven,1985,Del Rey Books
9728,Rama II: The Sequel to Rendezvous with Rama,Arthur C. Clarke,1990,Bantam
1896,The Temptation,Claudia Dain,2003,Leisure Books
1893,Grave Concerns (Mira),Gwen Hunter,2004,Mira Books
1891,The List,Steven Paul Martini,1997,Jove Books
1892,A Man to Call My Own : A Novel,Johanna Lindsey,2004,Pocket Star
1887,The Discovery of Animal Behaviour,John Sparks,1982,Granite Impex Ltd
1895,"A Field Guide to Demons, Fairies, Fallen Angels and Other Subversive Spirits",Carol K. Mack,1999,Owl Books
1886,Family Trade,James Carroll,1982,Little Brown &amp; Co
1890,The House of Thunder,Dean R. Koontz,1993,Berkley Publishing Group
36497,Xanth 13: Isle of View,Piers Anthony,1990,Eos
1899,The Bad Girl's Guide to the Party Life,Cameron Tuttle,2002,Chronicle Books
1897,The Bad Girl's Guide to the Open Road,Cameron Tuttle,1999,Chronicle Books
1900,"Chicken Soup for the Teenage Soul III : More Stories of Life, Love and Learning (Chicken Soup for the Soul)",Jack Canfield,2000,HCI Teens
25965,A Raisin in the Sun,LORRAINE HANSBERRY,1994,Vintage
36900,"Books of Blood, Vol. 1",Clive Barker,1994,Berkley Publishing Group
10253,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
35840,Guilty Pleasures,Lawrence Sanders,1998,Berkley Publishing Group
686,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998,Health Communications
46330,"Breaking Point (Tom Clancy's Net Force, No. 4)",Steve Perry,2000,Berkley Publishing Group
10337,1984 (Signet Classics (Paperback)),George Orwell,1999,Sagebrush Bound
12661,Callahan's Key,Spider Robinson,2001,Spectra Books
26306,Troubling a Star,Madeleine L'Engle,1995,Laure Leaf
1904,Das Phantom der Oper.,Gaston Leroux,1994,Carl Hanser
1905,Sa Majeste Des Mouches,William Golding,0,Folio
42670,Twins,Caroline B. Cooney,1994,Scholastic
6528,At Risk,Alice Hoffman,1989,Berkley Publishing Group
4739,Lucy Sullivan Is Getting Married,Marian Keyes,2002,Perennial
16666,How to Cook a Tart,Nina Killham,2003,Bloomsbury USA
1909,The Corrections,Jonathan Franzen,2002,St Martins Pr
64363,Wild Horses,Dick Francis,1994,Putnam Pub Group
21637,84 Charing Cross Road,Helene Hanff,1990,Penguin Books
12900,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books
45060,SKINNY LEGS AND ALL,TOM ROBBINS,1991,Bantam
10485,Tortilla Flat,John Steinbeck,1995,Penguin Books
27011,Speaker for the Dead (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books
6980,The Woman Warrior : Memoirs of a Girlhood Among Ghosts,MAXINE HONG KINGSTON,1989,Vintage
66768,The Power of One,Bryce Courtenay,1989,Smithmark Pub
67212,We the Living,Ayn Rand,1996,Signet Book
12799,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book
60524,"Rabbit, Run",John Updike,1996,Ballantine Books
13303,The Giver,LOIS LOWRY,1999,Bantam Books for Young Readers
1912,"Blood Washes Blood : A True Story of Love, Murder, and Redemption Under the Sicilian Sun",Frank Viviano,2001,Atria
28140,Household Gods,Judith Tarr,2000,Tor Fantasy
13512,Quentins,Maeve Binchy,2002,Dutton Books
43067,November of the Heart,Lavyrle Spencer,1993,Putnam Pub Group
61414,The BFG,Roald Dahl,1982,Scholastic Inc.
40830,STARLIGHT CRYSTAL : STARLIGHT CRYSTAL,Christopher Pike,1996,Simon Pulse
42713,GIMME A KISS : GIMME A KISS,Christopher Pike,1991,Simon Pulse
12810,The HIDDEN EVIL FEAR STREET SAGAS 5,R.L. Stine,1997,Simon Pulse
44029,"JESSICA AGAINST BRUCE (Sweet Valley High, No. 86)",FRANCINE PASCAL,1992,Sweet Valley
50251,"GRADUATION (FINAL FRIENDS 3) : GRADUATION (Final Friends, No 3)",Christopher Pike,1991,Simon Pulse
50249,"The PARTY (FINAL FRIENDS 1) : THE PARTY (Final Friends, No 1)",Christopher Pike,1991,Simon Pulse
42610,"Ghost in the Graveyard (Sweet Valley Twins and Friends Super Chiller, No 2)",Francine Pascal,1990,Sweet Valley
6809,The Curse of the Golden Heart (Sweet Valley Twins Super Chiller (Paperback)),Francine Pascal,1994,Sweet Valley
50947,"Jessica, the Rock Star (Sweet Valley Twins, No 34)",Francine Pascal,1989,Sweet Valley
14200,M√?¬∂rder ohne Gesicht.,Henning Mankell,1999,Dtv
11988,Im Eishaus.,Minette Walters,1996,Goldmann
14423,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004,St. Martin's Paperbacks
15899,Harmful Intent,Robin Cook,2001,Berkley Publishing Group
36872,I Rant Therefore I Am,Dennis Miller,2000,Doubleday Books
22963,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,2004,Perennial
18503,Find Me,Rosie O'Donnell,2002,Warner Books
3751,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,2002,Villard Books
1926,Just Before Dawn (Harlequin Intrigue Series),Joanna Wayne,2004,Harlequin
1929,Out for Justice (Harlequin Intrigue Series),Susan Kearney,2004,Harlequin
1934,Whose Child? (Harlequin Superromance),Susan Gable,2004,Harlequin
1932,Silent Witness (Harlequin Superromance),Kay David,2004,Harlequin
1933,Return to Little Hills (Harlequin Superromance),Janice Macdonald,2004,Harlequin
1935,Two On the Run (Harlequin Superromance),Margaret Watson,2004,Harlequin
1889,"Unmarked Man : Bachelors at Large (Harlequin Intrigue, 739)",Darlene Scalera,2003,Harlequin
1930,"For The Children : Twins (Harlequin Superromance, 1171)",Tara Taylor Quinn,2003,Harlequin
1945,Fantastic Voyage: Microcosm,Kevin Anderson,2001,Onyx Books
1965,A Witch's Guide to Faery Folk: Reclaiming Our Working Relationship With Invisible Helpers (Llewellyn's New Age Series),Edain McCoy,1994,Llewellyn Publications
1915,"The Jeopardy! Book: The Answers, the Questions, the Facts, and the Stories of the Greatest Game Show in History",Alex Trebek,1990,HarperCollins
1920,Linda Goodman's Star Signs,Linda Goodman,1988,St. Martin's Press
1962,Creature,Drake Douglas,1985,Banner of Truth
1978,The Tarot Set,Jane Lyle,2003,Thunder Bay Press (CA)
1947,John Saul: Three Terrifying Bestselling Novels,John Saul,1996,Random House Value Pub
1948,Children's Past Lives: How Past Life Memories Affect Your Child,Carol Bowman,1998,Bantam Books
1964,The Magical Household: Spells &amp; Rituals for the Home (Llewellyn's Practical Magick Series),Scott Cunningham,1987,Llewellyn Publications
1952,Tarot Made Easy,Nancy Garen,1989,Fireside
1963,Buckland's Complete Book of Witchcraft (Llewellyn's Practical Magick),Raymond Buckland,1986,Llewellyn Publications
1957,"Winning Your Husband Back Before It's Too Late: Whether He's Left Physically or Emotionally, All That Matters Is...",Gary Smalley,1999,Nelson Books
1943,Needful Things,Stephen King,1993,New Amer Library
1951,CHILDGRAVE,Ken Greenhall,1982,Pocket
1936,Cry for Justice,Walter Sorrells,1996,Harper Mass Market Paperbacks (Mm)
1941,Christine,Stephen King,1983,Penguin Putnam~mass
1942,Four Past Midnight,Stephen King,2001,Signet Book
54412,The Fencing Master: A Novel,Arturo P√©rez-Reverte,2000,Harvest Books
44829,The Millionaires,Brad Meltzer,2002,Warner Books
20720,Strip City: A Stripper's Farewell Journey Across America,Lily Burana,2001,Miramax
13256,Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback)),Tom Clancy,1996,Berkley Publishing Group
26074,Until Angels Close My Eyes,Lurlene McDaniel,1998,Starfire
25812,Less Of A Stranger (Silhouette Single Title),Nora Roberts,2003,Silhouette
27055,Shogun.,James Clavell,2002,Goldmann
15732,Cold Harbour,Jack Higgins,1990,Simon &amp; Schuster
4153,Edge of Danger,Jack Higgins,2002,Berkley Publishing Group
39160,Siddhartha (Dover Thrift Editions),Hermann Hesse,1999,Dover Publications
2206,Firebird,Mercedes Lackey,1997,Tor Books
45374,"The Lark and the Wren (Bardic Voices, Book 1)",Mercedes Lackey,1991,Baen
5796,Goodbye California,Alistair MacLean,1978,Bantam Dell Pub Group
18041,Vox: A Novel,Nicholson Baker,1995,Vintage Books USA
60917,The Fourth Hand,JOHN IRVING,2003,Fawcett
