ID,Drama,Comedy,Action,Thriller,Sci-Fi,Romance,Adventure,Crime,War,Horror,Children,Animation,Mystery,Musical,Fantasy,Film-Noir,Western,Documentary
365,14,21,7,7,2,40,5,2,1,0,2,1,1,1,1,0,0,0
366,104,68,58,35,46,32,43,8,36,8,20,9,6,17,13,2,19,1
367,17,12,2,3,1,24,0,2,5,0,0,0,0,2,0,0,0,0
368,143,87,106,90,35,40,31,37,24,11,16,6,14,6,6,2,5,0
369,17,86,8,2,4,19,8,6,2,1,13,5,1,6,2,0,1,0
370,17,18,20,17,7,6,7,5,5,8,2,4,1,1,0,1,0,0
371,26,49,14,6,10,15,6,14,6,0,0,0,2,0,2,1,0,1
372,33,51,83,52,43,26,44,5,8,32,16,8,6,3,10,1,3,0
373,5,6,17,12,11,2,13,1,4,1,4,1,1,1,4,2,0,0
374,17,11,22,15,5,4,14,11,2,1,1,1,2,1,1,1,11,0
375,47,8,6,6,4,3,2,5,6,1,0,0,2,0,0,1,0,0
376,47,40,18,33,12,12,9,10,3,6,5,6,10,1,2,4,1,0
377,38,36,52,38,25,13,28,20,22,9,8,6,8,7,10,8,4,3
378,20,16,5,8,4,3,2,4,3,0,5,6,1,0,0,1,0,0
379,23,26,8,3,3,49,7,0,9,0,5,5,1,12,2,0,0,0
380,36,100,26,20,12,18,13,7,3,4,8,7,2,5,4,0,2,0
381,5,5,19,10,28,2,8,2,7,3,0,1,2,0,0,0,1,0
382,26,31,7,3,1,27,3,2,1,1,0,0,0,2,2,0,0,1
383,6,8,4,4,3,4,1,0,2,1,1,1,2,0,0,1,0,0
384,3,8,8,2,1,2,4,0,0,0,2,1,0,1,2,0,13,0
385,52,33,51,40,20,22,20,14,5,6,6,9,19,3,3,4,2,1
386,84,184,36,29,22,29,20,25,8,7,12,8,6,7,4,2,2,4
387,18,36,8,5,6,31,11,3,6,8,3,2,0,0,15,0,1,0
388,32,24,7,13,5,7,4,3,4,2,1,0,3,0,5,1,0,0
389,37,17,16,18,7,17,6,0,5,2,7,5,1,2,1,0,1,1
390,38,59,19,37,28,9,11,7,1,136,3,5,7,5,3,7,0,0
391,32,12,22,26,5,9,7,17,15,6,0,0,17,0,0,15,9,0
392,157,239,105,76,41,57,58,46,21,16,42,19,22,20,19,5,13,3
393,41,31,5,10,6,9,2,8,5,1,2,2,6,3,1,4,0,0
394,2,5,32,26,9,3,10,4,0,4,0,0,1,0,1,0,0,0
395,5,16,2,5,0,3,1,1,2,2,2,2,3,0,0,1,0,0
396,74,131,12,7,8,39,8,5,10,2,4,3,6,6,3,0,6,0
397,12,15,17,7,8,5,7,2,5,1,1,1,0,2,1,0,1,0
398,76,90,74,76,39,23,25,31,12,10,6,2,22,4,5,5,2,1
399,5,20,6,6,3,0,2,1,0,1,7,5,0,1,0,0,1,0
400,18,17,13,9,5,4,6,5,5,2,1,2,0,1,0,0,0,0
401,23,37,23,17,10,9,12,9,5,3,5,5,4,2,0,1,2,0
402,99,204,40,29,18,52,23,50,13,13,6,2,2,3,8,2,5,0
403,72,116,80,67,21,50,45,21,17,12,30,11,12,11,14,1,3,0
404,35,14,8,5,3,3,3,5,7,1,2,2,3,1,0,1,0,0
405,20,30,4,3,0,12,0,2,2,1,1,0,1,2,1,0,2,0
406,60,47,45,41,19,14,19,19,15,6,6,1,2,4,5,2,3,1
407,12,13,5,8,3,4,4,12,1,0,1,1,1,1,0,2,0,0
408,54,51,29,23,16,21,19,23,6,1,6,8,7,11,1,8,9,17
409,137,109,62,61,29,32,23,28,23,19,2,1,13,4,7,5,2,4
410,24,93,5,4,4,19,3,0,1,4,8,2,0,6,1,0,2,0
411,270,285,84,40,56,144,62,24,30,20,37,13,17,48,21,3,15,3
412,198,199,98,65,54,108,42,25,27,10,15,14,14,17,11,8,13,3
413,77,24,16,6,7,15,9,4,11,0,18,10,1,7,4,0,0,0
414,21,12,15,14,5,10,8,4,22,2,3,2,15,2,0,4,7,0
415,91,132,45,51,45,52,35,11,18,13,5,5,16,18,6,7,2,2
416,28,17,6,16,5,9,6,5,2,9,0,1,4,1,0,3,0,0
417,0,8,2,3,5,1,4,0,0,1,10,17,1,5,1,1,0,0
418,18,12,36,20,10,8,10,8,3,2,1,1,1,0,0,0,1,0
419,36,34,28,20,14,21,17,7,13,3,11,8,3,9,1,0,4,0
420,15,41,16,5,6,8,8,3,2,8,9,8,1,4,2,0,6,0
421,3,3,9,11,2,5,5,1,1,2,2,1,2,0,1,0,0,0
422,5,8,16,18,36,3,9,2,5,4,1,1,4,0,2,4,0,0
423,19,27,13,11,6,6,7,4,2,3,8,7,2,2,2,2,0,1
424,399,375,266,216,163,141,134,77,70,193,83,43,53,55,36,19,28,10
425,76,84,36,29,21,29,15,21,16,7,7,5,1,6,6,1,3,2
426,80,54,133,60,44,23,50,27,15,12,13,12,6,3,6,2,2,0
427,7,10,11,6,8,1,8,0,1,5,1,0,1,2,1,0,0,0
428,20,25,8,7,6,14,6,1,6,1,1,1,3,2,2,1,0,2
429,122,112,94,86,49,36,40,70,26,27,22,13,16,5,24,9,2,3
430,22,41,5,5,3,46,3,1,5,0,2,1,1,0,0,0,0,0
431,19,23,35,18,35,5,31,5,9,4,16,8,2,2,21,3,0,0
432,28,46,7,6,1,69,4,2,5,0,1,0,2,1,1,0,0,0
433,15,37,4,2,2,26,1,0,3,0,1,3,1,1,1,0,1,0
434,13,28,4,0,2,3,2,1,1,2,13,8,1,6,2,0,1,3
435,29,20,99,56,24,17,27,12,28,2,0,0,7,0,3,0,2,0
436,30,38,45,17,55,11,46,3,9,3,35,12,2,10,40,0,1,0
437,15,11,13,3,7,4,9,0,18,1,12,14,0,6,0,0,16,0
438,126,294,139,79,97,55,95,32,30,46,116,67,15,37,36,3,9,5
439,44,30,29,17,12,30,13,7,10,2,2,1,0,1,4,0,1,0
440,7,12,18,10,4,5,6,2,4,0,0,0,1,0,0,0,0,0
441,10,12,22,12,29,3,12,3,2,1,4,0,1,2,6,1,1,0
442,134,232,73,48,54,81,47,28,23,15,28,18,10,28,17,4,7,9
443,18,5,10,11,2,6,3,23,3,2,2,0,2,0,1,1,0,0
444,61,58,10,13,5,17,4,7,26,3,8,6,8,5,2,2,3,1
445,55,63,101,81,164,13,56,11,14,44,16,9,7,4,10,4,6,0
446,30,15,6,7,5,12,5,0,8,1,4,7,1,2,0,1,0,0
447,24,6,0,1,1,3,2,0,5,0,12,8,0,6,1,0,1,0
448,6,9,6,8,3,5,2,0,1,2,1,0,0,0,1,1,1,0
449,4,15,10,7,15,2,15,1,1,28,13,3,0,1,21,0,0,0
450,24,16,7,10,7,2,4,5,5,3,6,4,2,2,3,2,1,1
451,132,51,16,21,8,27,11,13,25,5,6,5,7,9,2,9,4,2
452,56,28,44,30,25,11,14,9,13,22,5,2,3,6,0,1,10,0
453,111,194,100,51,57,33,81,30,29,12,32,15,9,11,17,8,8,5
454,82,133,50,33,45,24,30,21,10,18,24,21,8,18,13,2,4,2
455,8,16,7,1,3,7,7,2,2,0,2,0,0,2,1,0,2,0
456,43,37,58,31,52,15,39,10,25,10,9,8,10,4,8,2,14,0
457,105,69,56,58,31,27,19,29,24,21,1,2,11,2,7,4,1,2
458,11,13,15,10,8,0,11,3,3,10,1,0,4,0,1,2,0,0
459,13,12,6,5,2,8,4,0,3,2,0,1,1,2,0,0,0,0
460,9,44,4,0,5,4,3,1,1,2,1,0,0,3,1,0,0,0
461,167,144,175,84,69,68,107,47,77,18,24,7,16,9,16,10,47,2
462,39,79,50,25,53,20,31,4,9,22,23,9,3,15,16,1,1,1
463,22,113,12,4,7,23,10,6,6,3,13,5,4,7,6,0,4,0
464,46,31,8,9,6,12,4,5,7,1,6,5,1,4,2,1,0,2
465,12,13,2,7,5,4,4,3,1,2,4,3,1,2,3,0,0,5
466,94,118,18,15,9,31,8,17,22,4,5,7,5,7,4,13,1,0
467,32,31,9,15,3,34,7,5,6,4,7,6,4,4,1,0,0,0
468,12,8,6,4,3,19,4,0,8,0,0,0,1,0,1,0,0,0
469,22,15,9,8,8,4,7,3,8,2,3,1,7,1,1,3,0,1
470,7,34,5,0,4,14,13,0,3,2,36,25,0,37,4,0,0,0
471,36,23,44,17,52,6,27,3,15,3,2,6,4,1,6,2,2,1
472,18,5,16,11,29,1,9,2,5,4,1,2,1,0,2,2,0,0
473,15,18,6,5,1,17,3,0,6,0,10,9,0,16,0,0,0,0
474,96,126,83,73,43,38,32,36,11,27,18,19,13,12,5,4,6,1
475,38,123,113,27,71,18,85,12,39,15,19,4,2,8,14,2,7,0
476,50,240,132,51,112,53,126,27,14,30,66,14,12,14,42,19,9,0
477,47,26,192,62,52,19,56,16,29,7,2,2,7,0,5,1,9,0
478,26,15,3,8,1,13,1,8,6,0,2,5,2,0,0,2,1,0
479,40,38,24,12,13,13,34,7,7,2,10,3,3,2,7,1,1,0
480,55,20,39,30,28,13,19,6,11,4,2,1,2,0,4,0,1,1
481,62,98,52,35,22,37,26,23,18,8,8,4,6,6,6,3,7,0
482,312,313,192,151,105,127,96,75,49,56,30,10,23,25,14,9,36,7
483,16,7,4,9,3,4,1,2,4,1,2,2,1,0,1,0,1,0
484,6,14,10,8,5,3,2,2,1,2,3,3,2,3,0,0,1,0
485,12,31,5,5,2,9,3,1,4,2,2,1,1,1,0,0,1,0
486,25,13,4,4,2,6,2,1,5,1,3,2,1,0,0,0,0,0
487,21,23,5,9,6,11,7,0,3,2,4,2,2,4,2,1,0,0
488,2,7,11,7,13,4,7,0,5,5,3,1,0,1,4,0,0,0
489,12,5,7,2,7,3,6,2,4,1,2,1,0,0,2,0,0,0
490,8,19,20,6,22,8,21,0,3,0,37,34,3,24,3,1,1,0
491,12,9,10,6,5,4,3,0,9,0,1,1,0,0,1,0,0,0
492,14,13,3,7,3,3,1,0,1,3,0,0,0,1,1,0,0,0
493,88,37,24,32,5,29,9,14,15,3,1,1,8,2,0,1,2,3
494,18,154,48,23,22,18,29,9,8,5,49,7,5,13,13,0,6,0
495,13,11,20,7,19,4,12,0,12,0,6,5,1,0,2,0,0,0
496,25,47,42,24,34,9,25,3,10,7,9,10,6,1,4,1,0,0
497,11,10,5,3,3,6,5,2,1,2,3,0,2,0,6,0,0,0
498,83,79,17,21,11,25,16,18,17,7,5,5,9,9,4,6,1,0
499,119,70,22,20,9,70,28,6,14,1,13,4,8,12,10,1,2,0
500,31,46,7,7,7,14,13,5,2,3,36,22,0,38,7,0,2,0
501,13,17,15,12,11,5,12,3,2,18,4,3,2,6,2,2,1,0
502,13,13,4,2,1,4,1,1,4,0,1,1,2,0,0,1,2,0
503,6,3,9,8,2,1,3,5,0,1,0,0,5,0,0,9,7,0
504,23,35,16,28,21,10,10,10,2,22,2,2,12,4,1,23,0,0
505,25,52,53,26,24,11,33,7,14,10,8,3,2,5,10,1,3,1
506,32,32,18,24,9,12,2,4,2,10,5,5,3,2,1,0,1,0
507,27,11,2,5,1,7,3,4,3,1,1,1,3,0,1,3,0,0
508,24,31,85,39,94,10,45,8,14,12,11,2,3,3,24,1,1,4
509,238,220,221,168,111,142,110,67,35,69,70,32,32,25,29,7,5,8
510,10,32,42,9,52,9,37,3,7,2,28,26,3,7,6,1,2,0
511,13,7,4,2,3,3,1,1,2,3,0,0,3,1,0,1,1,0
512,11,4,13,21,6,3,4,2,1,0,0,0,23,0,1,1,0,0
513,59,70,39,25,24,15,17,11,13,15,3,3,5,6,3,0,4,1
514,22,25,20,18,26,7,14,7,3,10,3,5,5,0,3,3,2,0
515,87,54,24,28,17,15,10,17,14,6,1,3,6,3,1,8,2,6
516,70,118,89,58,125,33,44,8,18,28,22,12,9,9,10,4,8,0
517,77,81,14,9,9,34,17,9,6,2,24,10,7,12,7,0,5,1
518,140,67,32,50,8,99,14,9,17,12,7,0,10,9,4,4,2,0
519,15,27,2,1,0,10,1,1,3,0,19,13,0,5,1,0,0,0
520,106,112,51,70,20,100,26,26,16,38,34,21,23,30,8,8,3,0
521,10,5,7,19,4,4,4,4,2,2,1,0,4,0,0,4,15,0
522,9,10,36,14,41,5,19,3,8,3,4,1,2,1,8,2,1,0
523,27,49,47,19,17,8,16,11,10,5,7,4,3,3,4,6,5,0
524,394,336,241,239,97,132,94,114,50,96,27,16,56,21,20,19,18,8
525,13,16,14,4,5,5,7,4,2,5,3,2,0,11,1,0,1,0
526,19,4,52,15,13,8,15,11,13,3,1,0,2,0,4,1,2,0
527,13,19,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0
528,176,293,131,72,44,139,54,22,33,6,64,30,9,29,18,3,6,1
529,58,21,37,30,17,6,15,20,13,3,9,10,6,5,1,8,3,4
530,37,16,42,23,58,5,21,10,12,9,5,4,1,1,4,2,0,1
531,316,378,131,163,53,182,87,49,26,54,105,55,29,43,33,3,9,1
532,7,10,18,9,26,2,14,2,2,1,10,3,0,2,13,2,1,0
533,161,213,224,125,93,68,102,56,32,70,24,10,22,10,21,6,14,2
534,51,36,21,14,5,76,8,7,22,0,2,3,6,2,1,8,0,0
535,6,5,4,4,4,2,6,1,1,2,4,5,1,3,0,2,0,0
536,46,54,79,36,41,13,39,15,11,38,44,47,19,22,7,4,2,1
537,51,22,11,16,9,10,7,9,14,6,0,1,7,4,2,6,2,2
538,16,20,14,6,8,4,17,3,7,3,5,3,0,0,3,0,2,0
539,19,25,93,30,34,14,36,10,13,9,24,33,1,10,6,1,4,0
540,19,9,8,7,8,6,4,6,4,1,3,4,1,0,2,1,0,0
541,50,65,39,22,53,26,30,9,10,8,59,52,2,23,19,2,3,0
542,13,12,15,8,9,2,4,1,2,3,0,0,1,0,0,0,0,0
543,130,265,219,125,105,85,102,42,31,96,61,37,22,27,31,4,24,0
544,18,22,21,2,10,12,26,3,15,1,21,13,0,30,4,1,13,1
545,8,16,4,3,4,3,4,0,1,2,7,5,2,0,0,0,0,0
546,40,122,27,21,33,40,21,8,11,37,22,15,7,13,6,3,3,7
547,27,18,34,17,42,18,24,3,6,3,2,4,1,1,5,2,2,0
548,19,28,26,28,20,3,10,8,1,65,2,1,3,2,0,1,0,13
549,380,418,252,263,129,165,131,96,42,86,85,50,51,46,30,21,17,4
550,326,370,250,157,168,133,161,79,49,49,126,75,26,49,44,18,16,8
551,139,80,27,26,16,47,12,11,26,3,16,10,8,7,2,4,5,0
552,22,33,29,24,15,10,19,6,3,12,6,0,7,3,7,1,1,0
553,21,61,2,2,3,12,2,3,1,1,4,3,2,1,2,0,0,0
554,20,16,9,12,3,7,1,1,1,2,0,1,1,0,0,0,0,0
555,9,15,6,7,4,3,5,4,1,0,13,17,2,5,0,2,0,0
556,32,105,54,20,46,66,54,2,13,6,78,34,5,44,21,1,3,0
557,12,11,24,22,42,3,13,4,7,3,1,5,8,0,3,5,1,0
558,193,93,29,26,18,50,22,15,35,2,5,2,12,10,6,7,6,1
559,13,5,1,9,3,9,0,0,1,0,0,0,2,0,0,0,0,0
560,23,12,115,32,54,11,56,7,15,9,9,0,4,2,21,0,4,0
561,13,10,6,9,4,2,7,3,1,5,7,1,2,0,5,0,0,0
562,13,4,33,8,7,4,7,4,6,3,0,0,0,0,1,0,2,0
563,30,52,113,66,225,12,86,8,12,40,94,86,8,33,44,3,4,0
564,31,6,8,4,6,5,4,5,15,2,2,1,1,4,1,1,1,1
565,10,7,8,5,6,2,4,1,0,5,1,0,0,0,2,0,0,0
566,73,245,197,123,119,46,97,40,27,42,68,49,28,30,26,8,8,2
567,14,14,47,4,23,12,57,4,5,6,8,2,0,4,13,0,2,0
568,11,3,12,10,2,3,4,2,5,0,1,0,4,0,0,2,0,0
569,10,112,25,4,10,23,17,7,8,6,25,8,1,3,5,0,0,0
570,139,66,34,30,9,90,18,14,14,7,38,41,8,15,9,1,3,0
571,26,25,60,68,77,13,42,16,6,6,19,5,10,0,37,5,2,0
572,7,6,5,1,4,3,4,0,1,1,3,2,0,0,2,0,0,0
573,18,0,11,21,5,7,3,7,2,1,1,0,6,1,1,2,0,0
574,13,6,1,5,2,2,2,5,1,0,1,2,0,0,0,0,0,1
575,31,56,90,48,56,16,40,14,9,2,4,7,3,5,4,2,3,0
576,22,23,18,6,22,9,20,1,3,1,5,2,1,0,4,1,1,1
577,64,70,53,43,17,21,15,25,10,6,2,3,4,2,4,2,2,1
578,16,11,6,6,1,2,1,6,3,1,1,1,1,0,0,1,0,0
579,14,41,20,9,17,4,13,5,3,2,2,2,2,1,2,2,0,0
580,24,5,19,3,5,2,4,3,35,1,1,1,2,1,0,1,1,1
581,15,26,8,5,3,29,8,1,1,2,4,2,1,1,0,0,0,0
582,22,28,16,22,17,7,8,2,2,10,4,4,1,1,1,1,2,0
583,83,50,33,30,23,31,19,13,8,10,22,21,7,34,1,7,2,0
584,27,9,8,4,4,9,8,2,5,0,2,0,0,1,2,0,1,0
585,34,50,45,32,61,7,31,13,11,6,23,23,6,8,10,3,2,2
586,9,10,14,9,20,2,6,0,9,1,1,4,1,1,1,1,1,0
587,146,235,25,29,25,51,27,18,16,18,13,10,9,16,9,7,5,10
588,225,177,46,76,37,86,26,38,25,12,14,10,34,23,6,15,5,4
589,7,22,4,2,4,1,3,2,1,0,2,3,1,0,0,0,4,0
590,99,54,10,24,10,22,0,14,5,2,7,5,4,1,2,3,1,9
591,118,85,30,55,25,38,11,16,22,11,3,1,24,4,4,9,3,6
592,5,5,17,7,3,3,6,5,1,1,0,0,0,0,1,0,0,0
593,96,19,6,9,1,14,1,5,8,0,1,1,3,0,0,0,1,0
594,51,118,9,8,3,92,9,3,12,2,3,1,5,15,1,1,2,1
595,50,51,19,24,4,22,8,9,7,0,5,3,4,2,1,0,0,0
596,14,16,12,11,9,4,8,0,2,3,4,4,1,4,0,0,0,0
597,19,25,9,7,6,2,5,1,1,3,2,2,2,0,0,2,1,0
598,16,9,13,13,4,3,4,1,4,3,0,1,1,0,0,0,0,0
599,22,4,3,3,0,4,0,6,4,0,1,1,2,1,0,1,1,0
600,6,12,1,4,3,3,2,1,0,3,0,1,2,0,0,1,1,0
601,122,160,60,60,48,52,40,28,15,45,28,15,16,23,21,7,3,6
602,21,18,65,38,150,6,44,7,8,26,8,5,2,1,9,2,2,0
603,27,22,28,19,7,12,8,2,8,0,1,0,1,1,0,0,1,0
604,66,73,176,91,94,40,65,23,19,20,6,3,6,3,8,2,4,0
605,40,36,34,45,19,20,22,5,5,9,10,8,8,3,4,2,1,0
606,4,30,4,1,2,3,4,2,0,1,14,5,0,4,3,0,0,0
607,21,5,6,5,2,0,0,2,2,0,0,0,1,1,0,0,1,0
608,54,55,49,42,24,21,16,12,21,34,1,2,6,2,3,0,3,1
609,17,7,30,17,27,5,16,3,10,0,0,1,2,0,2,1,0,0
610,51,38,44,17,65,9,27,10,14,5,11,4,4,1,9,2,3,0
611,67,39,37,26,25,15,12,12,7,10,7,6,6,1,3,3,3,0
612,22,12,13,12,6,6,8,2,3,3,2,2,3,3,0,2,1,0
613,60,38,17,10,16,18,11,8,11,2,3,4,3,2,2,4,1,3
614,8,19,2,0,2,4,9,0,0,0,50,35,0,19,6,0,0,0
615,30,29,46,26,21,11,15,9,10,6,5,4,3,1,3,3,4,1
616,15,9,15,12,15,1,9,3,5,2,3,6,0,3,1,2,0,0
617,10,7,6,6,3,1,3,1,2,0,0,0,7,0,1,1,0,0
618,13,13,9,8,6,1,4,1,3,17,1,0,1,2,0,0,0,0
619,9,18,4,1,2,5,2,0,3,0,1,1,0,1,1,0,1,0
620,39,126,36,28,10,19,15,48,4,6,9,8,6,3,2,7,0,2
621,45,55,44,50,37,12,19,15,7,124,6,9,11,6,1,12,1,0
622,42,16,4,8,1,7,2,7,5,2,2,3,2,3,1,2,0,1
623,59,64,68,37,38,14,29,28,17,7,9,17,3,3,2,8,4,2
624,162,107,89,67,59,41,49,36,47,21,17,9,11,9,19,9,14,4
625,37,11,3,7,0,7,1,5,2,0,0,0,0,1,0,1,1,0
626,20,21,24,11,14,10,14,5,10,0,21,19,3,10,6,1,4,0
627,8,9,7,3,9,4,12,0,1,0,9,1,1,0,20,1,0,0
628,11,48,3,2,2,15,2,1,1,1,9,6,0,2,1,0,1,0
629,46,88,19,11,18,12,58,9,2,4,171,66,4,31,51,1,0,2
630,53,67,7,7,5,68,5,2,9,5,5,2,1,9,4,1,1,0
631,111,129,53,61,50,42,44,19,13,21,24,15,15,12,14,7,7,0
632,6,7,21,11,30,2,13,1,3,1,1,0,1,0,1,0,0,0
633,23,15,8,12,2,3,3,7,0,1,0,0,2,0,0,1,0,0
634,8,28,6,0,7,6,15,0,2,2,55,29,0,23,11,0,0,0
635,106,58,7,19,3,29,6,15,12,1,8,7,16,31,0,10,1,0
636,11,15,42,19,59,4,25,2,5,35,3,3,0,1,5,1,1,0
637,130,96,92,48,53,44,63,16,37,39,59,31,8,26,14,4,17,0
638,31,48,38,17,28,12,28,6,5,13,3,2,1,1,11,2,1,0
639,109,115,137,69,58,86,92,17,26,14,74,34,6,41,22,3,29,0
640,15,5,1,7,1,1,0,4,2,0,1,0,1,0,0,1,0,0
641,59,50,23,8,16,29,19,6,18,2,9,3,0,3,12,0,0,2
642,11,3,5,5,9,7,7,1,1,3,0,0,1,0,2,0,1,0
643,23,32,8,12,4,10,3,5,2,5,3,5,3,2,0,3,1,0
644,42,36,26,22,30,17,8,6,8,3,4,5,3,0,1,4,0,0
645,20,20,4,8,3,3,3,4,6,0,3,4,3,2,1,1,0,2
646,99,49,132,42,57,31,61,22,63,2,16,5,6,4,22,4,17,0
647,23,123,130,49,43,21,38,15,12,6,9,1,4,1,5,0,4,2
648,74,72,35,35,23,21,11,13,7,10,7,10,4,3,4,2,2,3
649,21,16,30,13,24,3,8,2,7,13,4,2,1,1,3,1,1,1
650,9,12,27,13,9,4,8,1,5,1,1,0,0,0,1,0,0,0
651,107,200,160,60,102,38,90,39,46,56,25,9,15,23,20,8,19,1
652,26,19,51,79,54,9,22,16,4,34,1,1,12,0,2,3,1,0
653,14,6,2,3,0,7,1,0,0,0,1,1,2,0,0,0,0,0
654,86,48,71,68,19,24,22,18,13,3,2,1,8,1,5,2,0,0
655,228,201,58,34,18,91,23,25,12,2,17,4,9,8,16,1,3,15
656,81,52,18,26,18,26,13,12,14,12,10,11,10,14,2,11,2,0
657,31,23,3,4,2,10,1,2,2,2,3,4,2,1,2,1,0,0
658,26,51,16,16,11,11,10,5,3,7,7,5,4,2,4,0,1,0
659,106,20,12,9,5,21,6,8,9,0,2,0,3,0,2,1,1,0
660,269,232,194,150,101,100,84,67,52,21,25,6,33,17,14,10,26,2
661,31,13,32,17,15,4,9,6,11,18,0,0,2,0,2,1,2,0
662,10,33,48,19,24,8,36,6,4,6,58,45,0,22,28,1,1,0
663,12,20,71,44,37,8,26,7,5,35,1,1,5,3,1,1,1,0
664,52,78,28,28,14,15,14,17,13,8,11,9,5,12,2,6,2,0
665,3,5,5,6,5,0,2,0,0,15,0,0,0,0,0,0,1,0
666,51,37,12,21,11,24,5,8,5,1,5,6,4,5,0,1,0,3
667,24,26,48,47,36,11,18,6,4,101,1,2,5,3,1,0,2,0
668,6,8,18,21,14,7,6,5,5,2,0,0,3,0,0,0,0,0
669,137,174,120,110,45,62,51,60,15,31,29,20,15,10,12,3,6,5
670,55,16,2,13,3,4,4,8,8,4,5,3,4,7,2,5,1,5
671,63,43,26,25,14,10,15,16,17,7,4,2,10,4,3,7,2,3
672,15,8,25,10,9,2,12,4,8,5,2,3,3,6,2,4,2,0
673,310,108,36,33,30,61,20,15,20,9,19,6,15,11,4,3,5,1
674,24,19,36,30,32,4,17,6,9,4,2,3,6,2,2,2,2,0
675,16,18,6,9,4,3,3,3,0,3,1,1,0,1,1,0,0,0
676,144,211,72,61,36,53,30,37,16,21,22,9,7,8,11,1,8,1
677,117,59,27,31,10,23,12,18,15,8,8,5,14,5,3,2,3,3
678,312,355,206,153,143,145,148,45,35,114,135,71,33,57,41,6,13,4
679,34,17,26,14,22,6,16,2,9,9,7,3,3,1,4,1,3,1
680,8,14,10,12,4,4,5,2,2,3,0,0,0,0,1,0,0,0
681,4,11,1,2,2,2,3,0,0,0,30,32,0,11,2,1,0,0
682,34,19,17,12,11,9,10,6,14,9,3,2,3,3,1,1,0,0
683,11,4,21,14,3,2,3,2,3,2,2,0,0,0,1,0,0,0
684,19,14,11,7,3,3,0,0,1,0,1,3,1,2,0,0,1,0
685,34,82,51,20,26,23,31,6,11,8,4,3,2,6,5,1,2,0
686,14,7,12,6,5,5,6,1,6,1,0,0,0,0,0,0,0,0
687,121,102,89,111,58,110,38,26,14,20,8,3,18,7,8,3,2,0
688,25,3,8,1,4,3,4,1,32,1,0,0,0,0,0,0,0,0
689,41,41,37,14,53,75,26,4,11,10,4,0,4,1,4,0,2,0
690,50,72,33,32,40,20,26,15,8,16,22,14,6,15,9,3,3,1
691,39,47,19,13,15,25,8,8,8,3,6,7,2,1,1,4,2,3
692,239,176,189,185,97,88,73,76,34,44,28,20,37,15,16,8,8,4
693,29,17,22,25,12,9,9,5,8,3,0,2,4,1,0,4,1,0
694,13,15,13,7,10,7,7,4,4,3,1,1,1,0,5,1,1,0
695,56,60,74,54,32,24,42,13,12,24,9,5,6,2,8,1,1,0
696,152,134,108,76,79,44,56,47,33,9,20,30,26,17,13,9,14,1
697,59,68,16,9,13,18,13,8,7,5,7,6,2,4,7,3,0,0
698,79,76,87,50,101,21,63,23,16,40,16,9,7,11,14,3,6,5
699,197,314,171,143,72,75,70,50,33,24,60,12,22,14,23,1,14,5
700,6,3,6,12,12,5,4,5,2,0,0,0,5,0,1,15,0,0
701,36,42,10,10,6,12,8,10,6,2,3,4,4,2,1,4,0,0
702,212,256,89,37,37,74,41,51,72,8,18,13,9,20,8,7,11,1
703,11,6,3,4,2,2,2,1,1,2,1,1,3,2,0,1,0,0
704,22,20,16,23,10,6,6,3,6,8,1,3,1,1,2,2,1,0
705,21,29,36,20,31,5,15,9,4,52,25,28,1,13,7,0,0,1
706,148,23,6,14,2,19,0,7,6,0,2,0,7,2,1,1,0,1
707,15,13,14,27,10,9,3,4,3,5,3,2,8,0,1,0,0,0
708,10,5,10,4,3,1,5,2,2,0,0,0,1,1,0,0,1,0
709,6,27,9,19,13,4,2,1,0,65,0,0,1,0,1,0,1,2
710,252,325,230,242,144,86,94,85,34,88,42,33,42,26,21,12,13,8
711,64,60,18,36,13,15,12,14,7,6,4,2,13,4,2,7,1,0
712,49,71,133,67,79,19,59,23,20,43,45,42,7,21,22,4,4,5
713,67,74,97,35,59,56,59,7,33,9,25,14,3,29,18,3,4,1
714,101,177,118,93,57,48,60,49,18,26,92,51,14,24,17,3,6,0
715,26,39,25,21,17,12,18,8,3,5,15,14,3,10,10,5,2,1
716,86,86,200,123,91,34,81,63,29,18,50,44,20,19,27,4,8,1
717,16,10,11,11,10,3,7,3,3,3,2,3,3,2,0,1,1,0
718,49,56,72,59,14,26,18,18,12,4,8,9,9,3,1,0,6,2
719,7,16,8,6,2,3,1,3,3,1,2,4,0,1,0,0,1,0
720,86,59,83,50,42,19,61,15,25,12,29,10,5,16,20,2,17,1
721,223,204,181,221,80,156,78,63,31,52,37,16,38,34,20,6,5,0
722,28,17,7,12,3,12,4,5,7,0,4,8,4,0,0,4,1,0
723,4,10,8,6,5,3,4,2,2,1,0,0,1,0,0,0,1,0
724,52,49,39,72,9,76,9,14,5,2,1,1,12,1,1,4,1,1
725,51,32,6,10,2,16,3,11,9,0,2,0,3,1,2,4,0,0
726,20,59,5,4,1,51,3,0,1,0,5,2,0,0,0,0,1,0
727,132,116,13,19,2,62,10,18,13,1,8,5,4,13,2,3,3,4
728,161,41,19,16,4,34,6,14,11,1,2,0,4,4,2,1,1,1
729,40,26,96,45,60,12,47,22,13,7,6,9,8,3,5,4,5,0
730,16,29,25,11,6,7,6,9,6,3,0,0,0,1,0,0,0,0
