ID,Age,Location,Seniority-Book
7360,40,usa,1996
7361,43,usa,2003
7364,26,usa,1996
7371,26,canada,2000
7372,18,usa,1990
7377,41,usa,1993
7384,28,usa,1997
7392,34,usa,2003
7398,19,usa,1994
7400,22,usa,1991
7403,14,usa,1988
7418,34,usa,1991
7419,25,usa,1990
7423,39,usa,1982
7424,32,usa,2002
7429,73,usa,2001
7431,25,usa,2001
7440,25,usa,1998
7441,19,canada,1998
7452,13,canada,1997
7454,29,canada,2002
7467,26,usa,1987
7469,18,usa,2002
7471,36,usa,1993
7474,50,usa,1994
7478,34,usa,1994
7481,23,germany,1992
7482,49,usa,2000
7485,34,australia,1998
7495,43,usa,1999
7507,24,canada,1999
7511,30,usa,2003
7515,45,australia,2004
7517,29,usa,1982
7520,13,canada,1997
7523,35,usa,1999
7524,27,usa,2002
7525,33,australia,1995
7526,33,australia,2001
7547,36,germany,2001
7548,25,spain,1995
7552,25,spain,2001
7556,50,france,1990
7557,23,usa,1996
7569,22,usa,1997
7573,22,canada,1998
7576,38,usa,1997
7595,15,usa,1989
7600,62,usa,2004
7614,24,usa,2002
7620,21,usa,1999
7623,43,canada,1996
7629,21,canada,1990
7630,49,usa,2003
7637,28,canada,1997
7650,21,usa,2000
7651,21,usa,1995
7655,39,germany,1995
7665,30,usa,2001
7692,24,united kingdom,2002
7708,18,germany,1996
7711,19,usa,1995
7712,26,germany,1994
7720,25,france,1992
7732,47,usa,1987
7744,34,usa,1998
7747,29,united kingdom,2003
7749,31,usa,2003
7754,20,usa,1998
7763,18,usa,1990
7769,30,usa,1965
7773,37,usa,2002
7781,12,usa,2004
7784,35,germany,2002
7788,19,new zealand,1990
7792,60,usa,2002
7820,20,usa,2002
7821,76,australia,1995
7823,25,usa,2000
7825,22,united kingdom,1995
7835,27,usa,1995
7842,44,australia,2001
7844,24,usa,1963
7874,25,usa,2003
7875,19,usa,1987
7877,41,usa,2001
7881,23,canada,1991
7882,34,usa,1998
7886,27,usa,2004
7887,23,usa,2003
7889,18,switzerland,2001
7893,44,canada,2001
7898,20,usa,1998
7904,26,germany,2002
7908,18,usa,1997
7909,56,usa,1996
7913,43,usa,1995
7917,54,canada,1990
7924,62,usa,1990
7925,29,usa,2000
7928,39,usa,2001
7934,30,canada,1999
7936,51,spain,1998
7942,17,usa,1994
7945,59,usa,2003
7955,23,usa,1985
7961,32,usa,2002
7962,54,usa,1996
7965,15,usa,2002
7980,34,usa,2002
7983,26,usa,2000
7984,30,usa,1999
7995,32,usa,1996
7998,39,usa,1991
7999,36,canada,2002
8006,34,usa,2003
8016,38,usa,1994
8048,47,usa,2002
8057,22,canada,1988
8063,25,spain,1999
8067,26,usa,1998
8068,104,usa,1998
8073,50,usa,2000
8090,36,usa,1991
8094,13,spain,2003
8095,22,canada,1997
8103,26,canada,2003
8104,22,usa,2002
8111,33,usa,2000
8124,38,usa,1998
8127,22,united kingdom,1993
8134,28,usa,2002
8138,28,usa,1995
8142,37,usa,2000
8154,36,usa,2002
8165,49,usa,2002
8176,32,usa,2000
8186,33,usa,1996
8189,24,usa,2002
8192,27,usa,2003
8197,30,canada,1996
8201,37,usa,1994
8208,52,usa,1995
8212,21,usa,1997
8219,25,usa,2002
8220,34,usa,1998
8222,46,usa,1989
8223,29,usa,2000
8225,25,usa,1990
8226,32,usa,1989
8232,33,usa,1996
8234,44,usa,1994
8238,31,usa,2001
8240,50,usa,1988
8242,33,usa,1995
8245,31,usa,2001
8250,34,usa,2001
8253,26,usa,1982
8255,47,usa,2004
8268,35,usa,1994
8278,22,usa,2002
8284,28,usa,1997
8296,28,usa,1995
8305,29,usa,1997
8306,29,canada,1992
8309,44,usa,2000
8310,20,usa,2001
8313,36,usa,1999
8314,36,usa,1997
8316,22,usa,1995
8318,25,usa,2004
8323,48,usa,1997
8344,35,germany,1994
8346,64,usa,1997
8360,52,spain,1992
8361,23,australia,2004
8362,28,usa,1999
8370,33,usa,1988
8380,19,usa,1997
8381,37,usa,1991
8383,19,usa,1997
8386,36,france,2002
8393,36,usa,1993
8419,21,switzerland,2002
8433,0,spain,1990
8434,42,usa,1981
8451,55,canada,1994
8453,47,usa,2004
8460,66,usa,2000
8463,34,australia,1990
8473,22,canada,1999
8475,36,new zealand,1999
8480,24,spain,2001
8483,36,germany,2001
8487,30,usa,1997
8496,28,usa,1996
8501,25,germany,2002
8512,43,spain,2001
8530,16,usa,1999
8535,17,switzerland,2002
8537,43,canada,1995
8541,68,usa,1999
8544,30,italy,1990
8550,0,usa,1990
8570,23,usa,1997
8580,19,united kingdom,1997
8595,0,usa,1994
8599,17,usa,2000
8609,29,united kingdom,2003
8612,35,usa,2002
8613,69,usa,2003
8619,31,france,1997
8630,45,usa,2003
8652,16,usa,1996
8656,32,canada,1999
8657,27,usa,1990
8664,16,united kingdom,1990
8672,17,usa,1994
8680,2,usa,2001
8681,34,usa,2004
8685,32,usa,1997
8686,39,spain,1999
8706,48,usa,2002
8707,19,germany,2002
8711,20,spain,1994
8718,55,usa,1986
8720,31,usa,1992
8722,47,germany,2001
8728,22,germany,1998
8730,59,usa,1995
8736,72,united kingdom,2003
8739,51,usa,2000
8741,27,germany,2000
8753,45,usa,1990
8759,17,usa,1997
8762,22,united kingdom,2003
8765,60,spain,1989
8772,26,canada,2001
8782,239,canada,1999
8792,22,usa,2003
8801,24,usa,2003
8805,36,united kingdom,2000
8808,26,usa,1995
8811,49,usa,2002
8815,23,united kingdom,2002
8817,42,germany,2000
8831,22,canada,2003
8843,29,united kingdom,2000
8853,22,usa,2003
8855,26,usa,1987
8856,31,usa,1998
8858,33,germany,1992
8860,23,usa,2001
8862,47,usa,1996
8864,26,usa,2003
8870,45,usa,2002
8872,65,usa,2001
8874,23,canada,1995
8878,44,usa,1992
8886,59,usa,2000
8890,47,france,2000
8894,28,germany,2000
8906,44,germany,1999
8922,26,germany,2000
8925,26,usa,1990
8926,30,germany,2001
8930,78,usa,2000
8931,31,italy,1991
8933,23,usa,2004
8935,35,usa,1999
8936,18,usa,1991
8946,58,australia,2002
8955,42,usa,2000
8961,28,usa,1990
8966,24,usa,2004
8971,27,germany,1995
8975,33,usa,2003
8976,45,germany,2000
8988,37,usa,2003
9023,33,usa,1995
9027,33,usa,1999
9030,39,spain,1990
9031,25,spain,1999
9047,54,usa,2000
9056,46,spain,1978
9057,41,new zealand,1998
9066,35,united kingdom,1990
9090,13,usa,1997
9094,14,usa,1986
9105,39,usa,2002
9107,37,usa,2000
9109,31,australia,1990
9117,1,usa,1996
9123,28,usa,2000
9131,37,spain,1997
9139,17,usa,1993
9140,25,usa,1999
9141,65,usa,2003
9143,47,spain,2003
9151,47,usa,2003
9154,29,usa,1995
9167,39,germany,2002
9171,39,usa,2001
9174,37,usa,1981
9177,26,united kingdom,2000
9182,16,united kingdom,1997
9183,31,canada,1997
9193,26,canada,1989
9200,14,usa,2003
9203,69,usa,2003
9212,30,canada,1995
9221,49,usa,2003
9226,27,usa,2004
9227,24,usa,1990
9228,36,usa,2002
9230,33,usa,1997
9233,34,united kingdom,2002
9234,33,canada,2003
9239,17,canada,1989
9241,32,united kingdom,1990
9246,40,usa,2000
9258,14,united kingdom,2002
9260,34,germany,2004
9264,23,usa,1997
9272,16,usa,1992
9276,39,italy,1990
9281,20,australia,1996
9290,52,usa,2003
9295,13,usa,2000
9296,59,usa,1993
9302,36,united kingdom,2003
9303,50,usa,2000
9314,23,united kingdom,1990
9324,19,usa,1989
9340,35,usa,2001
9347,25,france,1995
9351,16,usa,2002
9354,30,usa,1995
9373,40,usa,2004
9385,28,usa,1999
9389,25,usa,1998
9394,36,usa,1994
9408,34,usa,2000
9411,16,france,2001
9414,37,united kingdom,1997
9417,26,canada,1999
9422,15,usa,1999
9432,24,france,1990
9440,21,usa,1997
9445,14,australia,1990
9446,19,usa,1994
9455,36,united kingdom,2003
9461,13,usa,1996
9465,35,usa,2003
9486,46,usa,2001
9487,43,united kingdom,1993
9490,13,united kingdom,1999
9492,19,usa,2002
9498,14,usa,1995
9502,22,usa,1998
9516,27,united kingdom,2000
9525,15,usa,1989
9528,17,usa,2003
9541,27,usa,2002
9550,21,new zealand,2002
9555,29,united kingdom,1999
9557,16,usa,2004
9558,57,usa,2002
9568,44,usa,2002
9571,27,germany,2003
9574,33,usa,1997
9579,23,usa,2002
9582,40,usa,2001
9586,51,usa,2003
9592,40,usa,1992
9603,32,usa,2001
9605,24,usa,2004
9613,34,usa,2002
9625,20,usa,2002
9642,14,australia,2004
9644,59,canada,1997
9652,34,usa,1996
9654,41,usa,2003
9659,27,usa,1998
9660,35,usa,2000
9662,24,germany,2001
9664,14,usa,1986
9703,25,usa,1996
9704,22,canada,1993
9709,24,usa,1989
9714,40,usa,1990
9716,19,usa,1979
9717,16,usa,1998
9718,35,usa,1998
9721,47,usa,1986
9730,19,usa,1992
9735,16,usa,1994
9737,65,usa,1983
9761,38,united kingdom,2000
9773,47,usa,1995
9776,25,usa,2003
9779,49,usa,2000
9787,16,usa,1984
9800,36,usa,2000
9803,18,united kingdom,1990
9806,25,usa,2002
9817,47,usa,1997
9818,52,usa,2003
9827,28,usa,1996
9834,30,usa,2004
9838,42,usa,1993
9846,45,usa,1998
9850,29,france,2003
9856,22,usa,1998
9865,28,usa,2003
9868,20,usa,2003
9882,23,usa,2002
9884,32,usa,1996
9888,31,united kingdom,2001
9893,50,usa,1998
9899,50,usa,2001
9904,26,germany,2001
9908,36,usa,2003
9912,40,usa,2002
9918,17,usa,1984
9921,23,canada,2002
9924,17,usa,2004
9927,21,canada,1994
9929,43,usa,2003
9939,17,usa,1996
9942,34,usa,1993
9943,32,usa,1996
9944,24,usa,1998
9952,22,usa,1985
9960,20,usa,2003
9965,48,usa,1994
9968,0,usa,1995
9972,45,spain,2002
9981,28,spain,1997
9988,34,germany,1998
9989,15,usa,2001
9991,43,usa,2002
10001,47,usa,1996
10003,20,usa,2002
10005,25,usa,2000
10008,43,usa,2002
10009,32,australia,1990
10023,31,canada,1953
10029,44,usa,1996
10030,66,usa,1997
10047,20,usa,1994
10056,28,australia,1995
10063,35,usa,2003
10067,61,united kingdom,1994
10069,41,united kingdom,1996
10071,17,germany,2002
10076,34,usa,2003
10090,26,usa,1997
10101,34,usa,1989
10103,36,usa,2003
10112,26,usa,1991
10118,44,usa,1990
10124,50,usa,2002
10130,21,germany,1992
10134,19,usa,1991
10157,25,united kingdom,1994
10163,50,usa,2001
10164,34,usa,2001
10174,42,australia,1990
10187,23,canada,2003
10189,24,australia,1995
10190,31,united kingdom,2000
10197,28,usa,2000
10199,17,australia,1990
10205,22,usa,1989
10209,29,usa,1994
10212,45,usa,2000
10215,34,united kingdom,1999
10220,33,usa,2003
10221,29,usa,2003
10233,22,usa,1989
10234,28,canada,1996
10239,31,usa,2003
10241,27,usa,2003
10265,19,usa,1992
10270,21,usa,1987
10274,23,spain,1998
10284,23,usa,1984
10309,22,united kingdom,1990
10313,37,usa,2002
10315,18,canada,1999
10317,44,usa,1985
10319,45,usa,2000
10325,18,usa,1998
10338,15,usa,2004
10346,57,usa,2004
10348,14,canada,2002
10351,15,usa,1975
10354,15,usa,2002
10372,20,usa,2002
10373,17,usa,1996
10381,36,germany,2000
10386,41,usa,1997
10390,33,usa,1997
10401,43,usa,2003
10406,55,germany,2000
10412,48,france,2000
10413,24,germany,2003
10433,48,usa,1998
10445,45,australia,1990
10469,28,australia,1995
10474,32,germany,1997
10493,19,spain,1997
10494,25,usa,2004
10501,31,usa,1998
10504,24,usa,1984
10512,35,australia,1984
10532,29,united kingdom,2004
10533,38,germany,2002
10542,18,spain,1994
10545,43,germany,1994
10546,28,germany,1990
10552,20,spain,2003
10559,25,usa,1982
10560,27,usa,2000
10561,16,germany,2002
10569,23,germany,2002
10571,25,spain,2001
10573,17,france,1998
10576,27,united kingdom,1988
10578,16,usa,2000
10583,39,usa,2002
10594,57,australia,1990
10596,43,canada,1983
10598,29,united kingdom,2000
10601,58,canada,1993
10607,60,usa,2003
10609,42,usa,1986
10619,33,usa,1999
10620,30,switzerland,2002
10623,26,france,2001
10630,23,canada,1997
10642,49,germany,1998
10654,16,new zealand,1990
10658,33,spain,2002
10660,37,switzerland,1997
10680,36,france,1988
10686,27,usa,1998
10687,28,germany,1998
10696,11,usa,1995
10697,20,usa,2002
10708,28,usa,1999
10710,13,usa,1996
10716,54,usa,1995
10727,24,usa,2003
10729,35,usa,2004
10730,26,usa,2004
10737,37,united kingdom,2002
10740,24,germany,2003
10745,23,germany,2002
10750,24,usa,2001
10754,38,usa,1993
10757,59,australia,1997
10758,25,usa,1990
10760,67,usa,1994
10776,29,germany,2002
10794,35,usa,2002
10801,25,switzerland,1998
10812,47,usa,1998
10813,45,usa,2000
10819,27,usa,1999
10829,38,usa,2003
10830,21,usa,2000
10840,51,usa,1998
10847,23,usa,1993
10851,56,usa,1996
10852,26,canada,1991
10857,38,usa,1995
10860,16,usa,1990
10865,14,germany,2002
10899,24,usa,1992
10916,32,usa,2002
10921,65,usa,2003
10924,20,usa,1998
10932,49,usa,1995
10940,45,germany,2000
10951,62,usa,2002
10959,57,usa,2001
10963,22,canada,1988
10969,59,usa,1991
10985,38,united kingdom,1999
11004,41,usa,2003
11006,49,new zealand,1994
11010,30,germany,2003
11012,18,germany,2002
11017,37,france,2002
11024,64,usa,2000
11031,38,usa,2001
11065,46,usa,1994
11078,52,usa,1989
11080,50,usa,1997
11087,104,germany,2001
11101,26,usa,2000
11119,36,usa,1999
11124,30,usa,1996
11151,51,united kingdom,2003
11155,27,usa,1995
11156,50,usa,2002
11169,27,canada,1995
11172,27,germany,1995
11187,60,usa,2003
11192,49,germany,1999
11198,45,germany,1999
11203,48,canada,1999
11206,62,usa,2000
11208,40,usa,1998
11212,47,usa,2002
11224,51,usa,2003
11225,35,usa,1979
11230,15,france,2002
11231,37,usa,1992
11240,36,usa,1995
11247,45,usa,1999
11250,13,usa,1991
11260,37,usa,1985
11270,16,spain,1993
11279,29,canada,2001
11285,32,canada,1992
11287,54,usa,2002
11298,45,usa,1997
11317,25,usa,1980
11321,17,usa,2004
11325,23,usa,1996
11328,51,usa,1997
11335,54,new zealand,2002
11341,45,usa,1997
11351,59,usa,1996
11354,21,usa,1988
11374,48,usa,1991
11378,45,usa,1993
11387,55,usa,1996
11390,93,usa,2003
11393,73,canada,2000
11400,49,canada,1997
11401,17,usa,1999
11403,48,usa,1994
11405,22,usa,1999
11415,48,united kingdom,2002
11425,15,usa,2000
11435,61,usa,1981
11438,53,canada,1999
11441,34,usa,2000
11444,53,australia,1995
11448,56,usa,2003
11450,62,usa,2001
11453,36,usa,2000
11455,56,usa,2003
11457,26,usa,1998
11463,15,australia,1990
11464,16,canada,1988
11477,45,australia,1990
11489,28,usa,2000
11491,50,australia,2000
11497,32,united kingdom,2001
11501,21,germany,2000
11509,65,usa,1992
11511,63,united kingdom,2002
11517,57,usa,2001
11520,45,usa,1996
11521,24,usa,1999
11547,19,usa,1987
11551,68,usa,1998
11554,35,usa,2004
11564,68,usa,2001
11569,55,usa,1985
11577,27,france,1996
11581,56,usa,2000
11593,35,usa,2000
11594,63,usa,2002
11621,40,canada,2003
11624,16,spain,1998
11629,21,usa,2001
11643,34,usa,2003
11648,60,usa,2003
11652,33,united kingdom,2003
11657,25,usa,1997
11659,41,spain,1997
11661,26,united kingdom,2003
11668,35,usa,2003
11681,29,usa,1999
11687,47,canada,1997
11690,30,germany,1990
11709,29,usa,1993
11711,26,australia,1992
11716,28,usa,1999
11724,42,usa,2004
11741,29,canada,1999
11754,27,spain,1989
11766,25,canada,1999
11773,45,canada,1982
11776,31,united kingdom,1996
11788,30,usa,1988
11795,41,spain,2001
11797,32,usa,1988
11802,20,usa,2004
11808,52,italy,2004
11811,32,spain,1998
11813,30,australia,1990
11819,52,usa,1995
11830,16,usa,1981
11849,18,spain,2000
11851,25,usa,1997
11860,44,france,2003
11863,48,united kingdom,1992
11874,36,usa,1995
11881,32,france,2001
11898,25,usa,1983
11908,20,canada,1994
11924,19,usa,1998
11928,28,usa,1996
11931,25,usa,1993
11940,52,usa,2003
11945,28,usa,2000
11951,65,usa,1986
11963,34,united kingdom,1998
11966,27,spain,2001
11971,37,spain,1990
11974,29,germany,1990
11993,37,usa,1941
12004,35,usa,2002
12014,33,usa,1999
12018,41,spain,1998
12023,27,france,2003
12031,25,germany,1998
12035,39,usa,1997
12046,26,spain,2002
12049,46,canada,2002
12059,23,spain,1984
12080,50,canada,2003
12081,19,germany,1999
12090,39,australia,2000
12095,33,united kingdom,1988
12101,37,italy,2002
12110,43,usa,1999
12111,40,usa,2001
12112,40,usa,1995
12113,27,germany,1997
12120,32,germany,2002
12122,26,australia,1996
12138,36,australia,2004
12140,27,spain,2002
12143,51,usa,1995
12144,24,spain,1992
12154,41,usa,2000
12158,49,usa,1989
12166,44,germany,1998
12168,40,germany,1999
12172,21,spain,1998
12173,23,spain,1995
12174,23,australia,1996
12189,24,spain,1996
12192,24,canada,1996
12195,37,usa,1984
12200,25,usa,1999
12203,16,usa,2004
12209,18,usa,2001
12220,46,usa,1998
12225,20,usa,1981
12231,28,usa,2001
12233,33,usa,2000
12235,27,germany,1997
12238,31,usa,2000
12244,47,usa,2001
12246,15,germany,2002
12264,39,usa,2004
12270,14,canada,1990
12273,17,germany,2003
12276,27,usa,1995
12278,30,usa,1998
12281,23,usa,2000
12282,23,usa,1994
12283,66,usa,1995
12285,38,usa,2000
12286,23,new zealand,2003
12293,42,usa,1999
12294,19,usa,1985
12305,34,usa,1989
12307,19,usa,2002
12314,19,france,2002
12315,33,usa,1984
12325,67,usa,2003
12326,33,spain,2001
12328,28,usa,1995
12333,18,united kingdom,2001
12334,31,usa,1993
12340,43,usa,2002
12341,28,australia,1997
12343,42,usa,1994
12348,23,usa,1995
12361,41,usa,1993
12362,54,usa,2000
12364,51,australia,1990
12366,33,usa,1996
12374,20,usa,1995
12383,25,usa,1993
12387,21,italy,1995
12388,28,usa,1997
12390,27,usa,2001
12393,71,usa,1984
12395,48,usa,1999
12399,23,australia,2003
12406,37,usa,2001
12411,57,usa,1999
12415,58,australia,1994
12422,22,spain,2003
12423,52,usa,2001
12426,26,usa,1993
12431,17,usa,1997
12442,17,canada,1996
12453,14,usa,2004
12457,36,usa,2002
12461,31,usa,1992
12471,32,usa,1995
12474,17,germany,1991
12484,23,united kingdom,1999
12486,27,germany,2002
12489,26,usa,1999
12490,40,canada,1990
12492,17,usa,1988
12524,29,usa,2000
12529,20,usa,1984
12530,35,spain,1988
12538,18,usa,1964
12549,49,usa,2003
12554,42,usa,1998
12559,42,united kingdom,2000
12563,14,usa,2002
12568,26,united kingdom,2002
12573,20,usa,1995
12578,26,usa,1998
12584,55,usa,1986
12586,20,usa,1998
12591,14,germany,2001
12596,56,usa,2002
12597,19,australia,1996
12599,15,usa,1993
12600,60,usa,2002
12606,59,canada,1979
12614,51,usa,2000
12619,56,canada,2002
12626,42,usa,1998
12630,39,usa,1995
12634,35,canada,2002
12640,28,usa,1990
12641,25,usa,2002
12646,21,usa,1989
12647,41,usa,2002
12650,27,spain,1993
12651,38,united kingdom,2003
12657,48,germany,2000
12659,43,usa,1990
12663,43,usa,1998
12673,23,united kingdom,1992
12680,20,usa,1999
12683,27,usa,2001
12687,43,usa,2003
12690,35,usa,1987
12692,151,usa,2003
12697,23,usa,1990
12698,32,usa,1992
12702,31,usa,1985
12703,20,usa,1991
12705,36,usa,2002
12706,40,usa,2001
12707,37,canada,1990
12710,19,usa,1999
12725,50,usa,1998
12730,27,usa,1987
12734,57,usa,2000
12736,34,united kingdom,2003
12740,20,spain,2002
12753,50,usa,1984
12755,40,usa,1997
12770,41,usa,2002
12774,15,usa,1994
12784,57,usa,2002
12789,52,usa,1998
12791,19,usa,1997
12799,44,new zealand,1994
12807,39,usa,1995
12815,25,usa,1997
12817,36,usa,1994
12820,39,canada,1993
12824,18,usa,2001
12826,29,australia,1990
12829,21,usa,1989
12834,26,usa,2003
12835,38,germany,1983
12839,30,usa,1984
12840,30,canada,2002
12841,37,spain,1988
12854,26,spain,1998
12863,29,united kingdom,1998
12874,68,usa,1994
12875,49,usa,1999
12890,19,usa,2003
12905,37,usa,1990
12917,24,usa,1997
12923,39,usa,1999
12926,26,usa,1991
12927,52,united kingdom,1991
12928,11,canada,1997
12929,44,usa,2001
12945,30,canada,2000
12951,35,usa,2000
12963,34,usa,1993
12964,21,usa,1997
12971,23,australia,1998
12980,49,australia,1996
12981,45,spain,1981
12982,41,spain,2000
12989,50,usa,1992
12990,58,usa,2004
12992,26,usa,2002
12993,32,spain,2003
13008,28,spain,2001
13026,31,canada,1998
13031,51,germany,1999
13039,24,germany,1990
13057,47,usa,2004
13060,29,canada,1997
13066,23,usa,1994
13071,47,canada,1996
13073,71,canada,2001
13080,22,canada,2000
13088,14,italy,2004
13093,29,spain,1990
13094,24,usa,1988
13095,23,usa,2000
13104,25,usa,2003
13109,15,usa,1997
13114,35,germany,1995
13127,27,usa,1998
13131,38,canada,1993
13135,40,canada,2001
13140,27,usa,2001
13141,26,united kingdom,1999
13146,36,usa,2003
13150,31,usa,1983
13154,46,usa,1998
13164,33,usa,2003
13168,60,usa,1999
13173,55,usa,1999
13178,26,france,1982
13181,58,united kingdom,1996
13191,57,usa,2000
13200,18,switzerland,2002
13207,35,italy,1981
13209,28,usa,1976
13215,26,germany,2002
13217,42,spain,2000
13220,51,usa,1998
13221,45,canada,1990
13222,43,canada,2003
13223,21,canada,1993
13224,55,usa,1998
13227,24,usa,1990
13242,58,usa,1997
13247,40,canada,1979
13248,26,canada,1997
13252,33,usa,1976
13256,38,usa,1985
13259,57,usa,2002
13262,41,italy,1990
13265,53,usa,1995
13273,201,usa,2003
13280,65,usa,1994
13282,63,usa,2000
13283,56,usa,2000
13295,26,usa,1999
13302,43,usa,1992
13312,40,spain,1997
13313,38,spain,2001
13314,58,usa,2000
13331,58,usa,1986
13332,60,canada,1992
13338,22,usa,1994
13339,31,australia,1996
13342,23,canada,2004
13347,49,spain,2001
13359,19,germany,2003
