ISBN,Title,Author,Year_Publication,Publisher
5026,ZERO FACTOR,William Johnson,1980,Pocket
4850,The Boys from Brazil,Ira Levin,1995,Bantam Books
4151,"August 1914: The Red Wheel (Solzhenitsyn, Aleksandr Isaevich, Krasnoe Koleso. 1,)",Aleksandr Solzhenitsyn,1992,Penguin (Non-Classics)
4551,Starrigger,John Dechancie,1983,Ace Books
4628,The Shivering Sands,Victoria Holt,1988,Fawcett Books
4400,Chesapeake,James A. Michener,1986,Random House Trade
4230,"Double, Double (Queen)",Ellery Queen,1979,Ballantine Books
4104,Deadly Perfume: An International Thriller,Gordon Thomas,1991,Harpercollins
4494,Guardian Angel,Sara Paretsky,1996,Dell Publishing Company
4312,"Appointment In Kabul (Mack Bolan, No 73)",Don Pendleton,1984,Gold Eagle
4958,OATH OF FEALTY,Larry Niven,1984,Pocket
4488,Wilderness,Robert B. Parker,1987,Dell Publishing Company
4738,Americans,John Jakes,1993,Jove Books
4218,Sleep in the Woods,Dorothy Eden,1974,Hodder &amp; Stoughton General Division
4457,The White House Connection,Jack Higgins,2000,Berkley Publishing Group
5161,Rich is Best,Julie Ellis,1986,Zebra Books
5006,Mediterranean Caper,Clive Cussler,1991,Pocket
4414,The Hindenburg,Michael Macdonald Mooney,1972,"Dodd, Mead"
4583,Goldilocks,Ed McBain,1996,Warner Books
4352,An Alien Light,Nancy Kress,1989,Harper Mass Market Paperbacks (Mm)
5279,Surrender To Love,Rosemary Rogers,2003,Mira
4528,A Wind in the Door (Laurel Leaf Books),Madeleine L'Engle,1976,Laure Leaf
4702,Black Like Me,John Howard Griffin,2003,New American Library
4253,Star Man's Son,Andre Norton,1985,Del Rey Books
5218,Walkers On the Sky,David J Lake,0,Penguin Putnam~mass
4246,Gods Themselves (R),Isaac Asimov,1984,Del Rey Books
4761,Oklahoma crude,Marc Norman,1973,E. P. Dutton
4822,The Postman,David Brin,1986,Bantam Books
4290,Marathon Man,William Goldman,2001,Ballantine Books
4415,Murder With Mirrors (Winterbrook Edition),Agatha Christie,1986,Putnam Publishing Group
4508,McClairen's Isle: The Reckless One (McClairens Isle),Connie Brockway,2000,Dell Publishing Company
4483,Ride Out the Storm,Aleen Malcolm,1981,Dell Publishing
4561,Daughters of the South Wind,Aola Vandergriff,1982,Warner Books
4548,Nobody Lives Forever,John Gardner,1987,Penguin Putnam~mass
4615,Men of Men,Wilbur A. Smith,1991,Fawcett Books
4703,The Endless Game,Bryan Forbes,1987,Onyx Books
4568,Bold Breathless Love,Valerie Sherwood,1986,Warner Books
4625,Santorini,Alistair MacLean,1988,Fawcett Books
4505,The Cowboy Rides Away,Beth Thornton,1997,Dell
4777,Matarese Circle,Robert Ludlum,1979,Bantam Doubleday Dell
4677,Firebird,James Carroll,1990,New Amer Library
4786,The Old Neighborhood,Avery Corman,1981,Bantam Books (Mm)
4263,Kate Vaiden,Reynolds Price,1991,Ballantine Books
4538,Crossing in Berlin,Fletcher Knebel,1985,Ace Books
5160,Lovefire,Deana James,1985,Kensington Publishing Corporation
4385,Hearts Aflame,Johanna Lindsey,1987,Avon
4973,FLIGHT OF INTRUDER,Stephen Coonts,1987,Pocket
4553,Wind of Promise,Dorothy Garlock,1987,Warner Books
5143,Faun &amp; Games (Xanth),Piers Anthony,1998,Tor Fantasy
4233,Stunt Man,Paul Brodeur,1980,Ballantine Books
4839,"The Bad Lands (Legends West, No 2)",Oakley Hall,1988,Bantam Books
4168,The Man Who Loved Cat Dancing,Marilyn Durham,1972,Harcourt
4613,Satan Bug,Alistair MacLean,1983,Fawcett Books
4883,Star Streak : Stories of Space,Owen,1986,Scholastic Incorporated
4332,Auctioneer,Joan Samson,1981,Avon
4848,Bingo,Rita Mae Brown,1989,Bantam Books
4406,"Bright lights, big city: A novel",Jay McInerney,1987,Vintage Books
4322,"Tyler #3 Wisconsin Wedding (Tyler, No 3)",Carla Neggers,1992,Harlequin
4223,Apple Tree Lean Down,Pearce,1977,Ballantine Books
4564,Desire In Disguise,Rebecca Brandewyne,1987,Warner Books> C/o Little Br
5099,Hold Your Horses: Nuggets of Truth for People Who Love Horses...No Matter What,Bonnie Timmons,2003,Workman Publishing
5310,Tangent Objective,Lawrence Sanders,1992,Sunset Productions
4349,Long Time No See (An 87th Precinct Novel),Ed McBain,1987,Harper Mass Market Paperbacks (Mm)
5070,Bunnicula: A Rabbit-Tale of Mystery,Deborah Howe,1996,Aladdin
4152,Hiroshima Joe,Martin Booth,1987,Penguin USA
4480,Love and Glory,Robert B. Parker,1989,Dell Publishing Company
4610,River of Death,Alistair Maclean,1983,Ballantine Books
4172,Maigret and the Black Sheep,Georges Simenon,1983,Harvest Books
5235,Solitary Horseman,Emilie Loring,1979,Amereon Ltd
4334,Goldengrove,Jill Paton Walsh,1985,Avon Books
4342,Reverend Randollph and the Holy Terror,Charles Merrill Smith,1982,Avon Books
4336,Oliver's Story,Erich Segal,2002,HarperTorch
4611,Flight of the Falcon,Wilbur A. Smith,1989,Fawcett Books
5287,The Raft: The Courageous Struggle of Three Naval Airmen Against the Sea,Robert Trumbull,1992,Naval Institute Press
4737,The Colonels (Brotherhood of War),W. E. B. Griffin,1995,Jove Books
4443,"Win, Lose or Die",John E. Gardner,1990,Berkley Publishing Group
4442,Day of the Cheetah,Dale Brown,1993,Berkley Publishing Group
4422,License Renewed,John Gardner,1982,Penguin Putnam~mass
4600,Cinnamon Skin,John D. MacDonald,1983,Fawcett Books
4458,Shadowland,Peter Straub,2003,Berkley Publishing Group
4923,FALSE CONCEPTION (John Marshall Tanner Mysteries (Paperback)),Stephen Greenleaf,1997,Pocket
4619,Ride a Pale Horse,Helen MacInnes,1985,Fawcett Books
4620,Caravan to Vaccares,Alistair MacLean,1984,Fawcett Books
4966,MAN KILLED DEER,Frank Waters,1984,Pocket
4704,Her Father's Daughter,William J. Coughlin,1993,New Amer Library
4362,Eye of the Needle,Ken Follett,2000,Avon
4226,Captive Innocence,Michaels,1981,Not Avail
5286,Ruth (Young Reader's Christian Library),Kjersti Hoff Baez,1998,Barbour Publishing
4348,Whirlwind,James Clavell,1987,Harper Mass Market Paperbacks (Mm)
4315,Talon and Fang  (Outlanders #25),James Axler,2003,Gold Eagle
5238,"Sun-Runner's Fire (Dragon Prince, Book 3)",Melanie Rawn,1994,Daw Books
4190,Lord of Chaos : Book Six of 'The Wheel of Time' (Wheel of Time),Robert Jordan,1994,Tor Books
4201,"The Call of Earth (Homecoming Saga, Vol 2)",Orson Scott Card,1993,St Martins Pr
4388,Black Trillium,Marion Zimmer Bradley,1990,Bantam Dell Pub Group
4194,"Blood of the Fold (Sword of Truth, Book 3)",Terry Goodkind,1996,Tor Books
4193,The Miocene Arrow,Sean McMullen,2000,Tor Books
5140,The Soprano Sorceress : The first book of 'The Spellsong Cycle' (Spellsong Cycle),L. E. Modesitt Jr.,1998,Tor Fantasy
4276,"The Seeress of Kell (The Malloreon, Book 5)",David Eddings,1995,Del Rey Books
4582,Fool's War,Sarah Zettel,1997,Warner Books
5061,Rise of a Merchant Prince (The Serpentwar Saga),Raymond E. Feist,1995,Harpercollins
5111,"Servant of the Shard (Forgotten Realms:  Paths of Darkness, Book 3)",R. A. Salvatore,2000,Wizards of the Coast
4202,Firechild,Jack Williamson,1986,St Martins Pr
4120,Black Light,Elizabeth Hand,1999,Harpercollins
4565,Magic Cup -OSI,Andrew M. Greeley,1985,Warner Books
5040,As Max Saw It,Louis Begley,1994,Alfred A. Knopf
5128,Where the Red Fern Grows,Wilson Rawls,2001,Listening Library
4971,STINGER,Robert P. McCammon,1988,Pocket
4361,Link,Walt W. Becker,2000,Avon
4238,Disturb Not the Dream,Paula Trachtman,1982,Ballantine Books
4978,EMPIRE OF SUN,Peggy Ballard,1987,Pocket
4275,North of Hope,Jon Hassler,1991,Ballantine Books
4654,French Lieutenants Woman,John Fowles,1981,Penguin Putnam~mass
4690,Four Past Midnight (Novella from Four Past Midnight),Stephen King,1995,New Amer Library
4209,An Ocean Apart,Robin Pilcher,1999,St. Martin's Press
5171,Exposure,Susan Andersen,1999,Zebra Books
5311,DK Handbooks: Horses,Elwyn Hartley Edwards,2000,Dorling Kindersley Publishing
5046,The Look-It-Up Book of Presidents,Wyatt Blassingame,1990,Random House Children's Books
5265,Fighting Invisible Tigers: A Stress Management Guide for Teens (Teen-Focused Coping Skills),Earl Hipp,1995,Free Spirit Publishing
5296,"America's Dumbest Criminals : Wild and Weird Stories of Fumbling Felons, Clumsy Crooks, and Ridiculous Robbers",Daniel R. Butler,1995,Rutledge Hill Press
5117,Fish Behavior in the Aquarium and in the Wild,Stephan Reebs,2001,Cornell University Press
5153,Heaven Cent (Xanth),Piers Anthony,2000,Tor Fantasy
5110,"The Eternity Code (Artemis Fowl, Book 3)",Eoin Colfer,2003,Miramax Kids
4188,The dog crisis,Iris Nowell,1978,St. Martin's Press
4588,Dark Inheritance,W. Michael Gear,2002,Warner Books
5062,Protecting Marie,Kevin Henkes,1995,Greenwillow
5108,"The Arctic Incident (Artemis Fowl, Book 2)",Eoin Colfer,2002,Miramax Kids
5328,Realty Check,Piers Anthony,2001,Write Way Publishing
4531,"The Crimson Claw (LucasFilm's Alien Chronicles, Book 2)",Deborah Chester,1998,Ace Books
4533,"The Crystal Eye (LucasFilm's Alien Chronicles, Book 3)",Deborah Chester,1999,Ace Books
5154,"The Farseekers (The Obernewtyn Chronicles, Book 2)",Isobelle Carmody,2001,Tor Books
4688,The Year the Horses Came,Mary Mackey,1995,Onyx Books
4955,Deep Waters,Jayne Ann Krentz,1997,Pocket Star
5337,A Time for Trolls: Fairy Tales from Norway,Peter C. Asbjornsen,1992,Arthur Vanous Co
4519,The House With the Clock in Its Walls,John Bellairs,1974,Yearling Books
5169,Out of the Darkness: A Liz Connors Mystery,Susan Kelly,1994,Zebra Books
5051,Sammy Keyes and the Hotel Thief,Wendelin Van Draanen,1998,Yearling Books
4920,FRIGHT CHRISTMAS R L STINES GHOSTS OF FEAR STREET 15 (GHOSTS OF FEAR STREET),R.L. Stine,1996,Aladdin
4846,OXFORD BLOOD (Jemima Shore Mysteries),ANTONIA FRASER,1989,Crimeline
133,"People of the Sea (The First North Americans series, Book 5)",W. Michael Gear,1994,Tor Books
5034,The CITY WHO FOUGHT (Brainship),Anne McCaffrey,1994,Baen
4865,Green Mars,Kim Stanley Robinson,1995,Spectra Books
5037,LAMMAS NIGHT,Mercedes Lackey,1996,Baen
4861,Please Don't Die (One Last Wish),Lurlene McDaniel,1993,Bantam
4355,Foreign Affairs,Alison Lurie,1995,Quill (HarperCollins)
5275,When the World Was Steady,Claire Messud,1996,Granta (NY)
5326,War on Debt: Breaking the Power of Debt (Financial Freedom),John Avanzini,1990,Abel Press
4888,Kid Power,Susan Beth Pfeffer,1985,Scholastic
4892,Secret Missions: Four True Life Stories,Ellen Levine,1988,Scholastic Paperbacks
4520,RAMONA FOREVER (Ramona Quimby (Paperback)),BEVERLY CLEARY,1985,Yearling
4889,You Be the Jury,Marvin Miller,1987,Scholastic
4898,You Be the Detective II (You Be the Detective),Marvin Miller,1992,Scholastic Paperbacks (Mm)
4736,The Vision,David Wilkerson,1982,Jove Books
4982,Into Love and Out Again,Elinor Lipman,1988,Washington Square Press
4975,MAN WHO OWN VERMNT,Bret Lott,1988,Washington Square Press
4323,Soldier And The Rebel (By Request 2s) (By Request 2's),Patricia Potter,1999,Silhouette
4844,To Be the Best,Barbara Taylor Bradford,1992,Bantam Books
4308,"The Royal Macallister  (The Baby Bet:  Macallister's Gifts) (Silhouette Special Edition, No. 1477)",Joan Elliot Pickart,2002,Silhouette
4311,"Right Side Of The Law (Silhouette Intimate Moments, No. 1110)",Wendy Rosnau,2001,Silhouette
5109,Morning Girl,Michael Dorris,1999,Hyperion Books for Children
4721,The Adventures of Prickly Porky (Dover Children's Thrift Classics),Thornton W. Burgess,1996,Dover Publications
4140,Wringer (Trophy Newbery),Jerry Spinelli,1998,HarperTrophy
4161,Letters from Rifka,Karen Hesse,1993,Hyperion Books for Children
4139,On the Other Side of the Hill (Little House),Roger Lea MacBride,1995,HarperTrophy
5052,The Snowbird,Patricia Calvert,1989,Scribner Book Company
4186,James Herriot's Cat Stories,James Herriot,1994,St. Martin's Press
4105,Julie's Wolf Pack (Julie of the Wolves),Jean Craighead George,1997,HarperCollins
4500,Johnny Tremain,Esther Forbes,1996,Laurel-Leaf Books
5044,The Demolished Man,Alfred Bester,1996,Vintage Books USA
4901,"Revenge of the Mummy (Clue Series, Book 13)",Marie Jacks,1996,Scholastic Paperbacks (Mm)
4413,Three Stories You Can Read to Your Cat,Sara Swan Miller,1999,Houghton Mifflin Co
4881,Winter Days In the Big Woods,Laura Ingall Wilder,0,Scholastic Inc
4449,Eye of the Storm,Jack Higgins,1995,Berkley Publishing Group
4178,Just a Nap (Golden Little Look-Look Book),MERCER MAYER,1989,Golden Books
4411,Walt Disney's Snow White and the Seven Dwarfs (Disney's Wonderful World of Reading),Disney,1973,Random House Children's Books
5069,Misty's Twilight,Marguerite Henry,1996,Aladdin
4514,Battle for the Castle,Elizabeth Winthrop,1999,Yearling Books
5071,Brown Sunshine of Sawdust Valley,Marguerite Henry,1998,Aladdin
5268,Prodigal Cat (Classic Children's Story),Janette Oke,1984,Bethel Publishing
4532,"The Long Patrol (Redwall, Book 10)",Brian Jacques,1999,Ace Books
4866,"The Red Wyvern (Dragon Mage, Book 1)",KATHARINE KERR,1998,Spectra
5065,Wolf-Speaker,Tamora Pierce,1994,Atheneum
4518,Five Little Peppers and How They Grew,Margaret Sidney,1990,Yearling Books
5047,"Oh, the Places You'll Go!",Dr. Seuss,1990,Random House Books for Young Readers
4515,Baby,PATRICIA MACLACHLAN,1995,Yearling
4096,The Last Battle (The Chronicles of Narnia Book 7),C. S. Lewis,1970,MacMillan Publishing Company.
4135,Little House on Rocky Ridge (Little House),Roger Lea Macbride,1993,HarperCollins Publishers
4891,Eight Tales of Terror,Edgar Allan Poe,1991,Scholastic Paperbacks (Mm)
4162,Lad: A Dog,Albert Payson Terhune,1993,Puffin Books
5068,Misty of Chincoteague,Marguerite Henry,1991,Aladdin
5173,Finding Ian,Stella Cameron,2002,Kensington Publishing Corporation
4529,"The Bellmaker (Redwall, Book 7)",Brian Jacques,1996,Ace Books
4138,In the Land of the Big Red Apple (Little House),Roger Lea MacBride,1995,HarperTrophy
4416,Sarah's Unicorn (Lippincot I-Like-To-Read Book),Bruce Coville,1979,HarperCollins Publishers
4521,Ramona and Her Mother (Ramona Quimby (Paperback)),Beverly Cleary,1980,Bantam Doubleday Dell
4412,The Enormous Crocodile,Roald Dahl,1991,Alfred A. Knopf
5285,The Girl with the Pop-Up Garden (Land of Pleasant Dreams),Tony Salerno,1986,Worlds of Wonder
4762,As I Was Crossing Boston Common,Norma Farber,1991,Penguin USA
4127,Acorna's World,Anne McCaffrey,2001,HarperTorch
4258,To Ride Pegasus,Anne McCaffrey,1991,Del Rey Books
4534,"Circle at Center (Seven Circles Trilogy, Book 1)",Douglas Niles,2000,Ace Books
4141,Indian Captive : The Story of Mary Jemison (Trophy Newbery),Lois Lenski,1995,HarperTrophy
4502,The Witch of Blackbird Pond,Elizabeth George Speare,1996,Laurel-Leaf Books
5209,A Home for Jessie,Christine Pullein-Thompson,1988,Pages Publishing Group
4535,"World Fall (Seven Circles Trilogy, Book 2)",Douglas Niles,2001,Ace Books
4788,Stormy,Jim Kjelgaard,1983,Skylark
4523,Jim Ugly,Sid Fleischman,1993,Bantam Doubleday Dell Publishing Group
4160,Gentle Ben,Walt Morey,1992,Puffin Books
4501,The Black Pearl,Scott O'Dell,1996,Laurel-Leaf Books
5196,Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim Lahaye,2001,Tyndale House Publishers
4530,"A Breach in the Watershed (Watershed Trilogy, Book 1)",Douglas Niles,1996,Ace Books
5242,"Mind-Speakers' Call (The Ghatti's Tale, Book 2)",Gayle Greeno,1994,Daw Books
5312,Encyclopedia of the Horse,Elizabeth Peplow,2001,Thunder Bay Press
5239,"The Ghatti's Tale (Finder-Seekers, Book One)",Gayle Greeno,1993,Daw Books
4696,Murder at the Powderhorn Ranch (Murder She Wrote 11),Jessica Fletcher,1999,Signet Book
4517,Gib Rides Home,Zilpha Keatley Snyder,1999,Yearling Books
4099,Hatchet,Gary Paulsen,1987,Atheneum/Richard Jackson Books
4460,Chicken Soup for the Teenage Soul,Jack Canfield,0,Scholastic Inc
4164,Kavik the Wolf Dog,Walt Morey,1997,Puffin Books
4789,Snow Dog,Jim Kjelgaard,1983,Skylark
4995,The Robin and the Kestrel: Bardic Voices II,Mercedes Lackey,1993,Baen
5036,"The Eagle &amp; The Nightingales: Bardic Voices, Book III",Mercedes Lackey,1995,Baen
4394,"Ruth, a Portrait: The Story of Ruth Bell Graham",Patricia Daniels Cornwell,1998,Doubleday Books
4379,Can of Worms (Avon Camelot Book),Kathy Mackel,2000,HarperTrophy
4927,The Attack of the Two-Inch Teacher (I Was A Sixth Grade Alien),Bruce Coville,1999,Aladdin
4198,Shadow Dancers,Herbert Lieberman,1990,St Martins Pr
5056,The 7 Habits Of Highly Effective Teens,Sean Covey,1998,Fireside
4189,The Honey Trap,Clive Egleton,2001,Thomas Dunne Books
4546,The Knight and Knave of Swords,Fritz Leiber,1990,Ace Books
4344,Howliday Inn,James Howe,1996,Avon Books
5212,A Horse for Mandy,Lurlene McDaniel,1997,Pages Publishing Group
4499,Cricket in Times Square,George Selden,1996,Laurel-Leaf Books
4513,Blubber (Yearling Books (Paperback)),JUDY BLUME,1976,Yearling
4498,Shiloh,Naylor,1996,Laurel-Leaf Books
4717,The Road to Oz,L. Frank Baum,1987,Dover Publications
4159,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,1988,Penguin USA
4354,Ralph S. Mouse (Cleary Reissue),Beverly Cleary,1993,HarperTrophy
154,"The Predator (Animorphs, No. 5)",K. A. Applegate,1996,Scholastic
4900,"The Underground (Animorphs, No 17)",K. A. Applegate,1998,Scholastic
4409,"The Shadow in the North (Sally Lockhart Trilogy, Book 2)",PHILIP PULLMAN,1989,Laurel Leaf
4896,Onion John,Joseph Krumgold,0,Scholastic Inc
5359,Zel,Donna Jo Napoli,1998,Puffin Books
5383,Sirena,Donna Jo Napoli,2000,Scholastic Paperbacks
28780,The Ugly Little Boy,Isaac Asimov,1993,Bantam Books
24871,Against a Dark Background,BANKS,1996,"Little, Brown"
53826,"Paradise Kiss, Vol. 5",Ai Yazawa,2004,TokyoPop
53815,"Rave Master, Book 1",Hiro Mashima,2002,Tokyopop
25770,The Watchers Guide Buffy The Vampire Slayer (Buffy The Vampire Slayer),Christopher Golden,1998,Simon Spotlight Entertainment
53817,"Paradise Kiss, Book 4",Ai Yazawa,2003,Tokyopop
53818,"Demon Diary, Book 1",Lee Chi Hyong,2003,TokyoPop
53825,"Under the Glass Moon, Book 2",Ya-Seong Ko,2003,TokyoPop
53824,"Under the Glass Moon, Book 1",Ko Ya-Seong,2003,TokyoPop
53830,"Brigadoon, Vol. 1",Nozomi Watase,2003,Tokyopop
53811,Onegai Teacher Book 1,Shizuru Hayashiya,2003,ComicsOne Corporation
53812,"Onegai Teacher, Vol. 2",Please,2003,ComicsOne Corporation
7546,"Test of the Twins (DragonLance Legends, Vol 3)",Margaret Weis,1986,TSR
7502,Four Past Midnight,Stephen King,1990,Viking Books
53805,"Romance Dawn (One Piece, Volume 1)",Eiichiro Oda,2003,VIZ LLC
5,Whirlwind (The X-Files),Charles Grant,1995,HarperEntertainment
11182,Terms Of Endearment,Larry McMurtry,1992,Pocket
34892,"Clover (Clover, 1)",Clamp,2001,TokyoPop
64709,The Prince and the Pauper,Mark Twain,1990,Yearling Books
16583,The Shining (Signet Book),Stephen King,1978,New Amer Library
18302,Horse and His Boy,C. S. Lewis,1970,MacMillan Publishing Company.
20463,The Harvest (Buffy the Vampire Slayer),Richie Tankersley Cusick,1997,Simon Spotlight Entertainment
26193,Castle of Wisdom,Rhett Ellis,1999,Sparkling Bay Books
22604,The Notebook,Nicholas Sparks,1999,Warner Books
17722,It,Stephen King,1997,Signet Book
40018,"The Silver Chair (The Chronicles of Narnia, Book 6)",C. S. Lewis,1994,HarperTrophy
